New PAW TMT results file!
Program "PAW_protein_grouper.py" run on Wed Apr 17 21:55:20 2019
 
 
ProtGroup	Counter	Accession	Identical	Similar	OtherLoci	Filter	Coverage	SeqLength	MW	Description	CountsTot	UniqueTot	UniqFrac	Total_MS2	Total_MS3	Unique_MS2	Unique_MS3	Corrected_MS2	Corrected_MS3	PSMs_Used_MS2	TotInt_126C_MS2	TotInt_127N_MS2	TotInt_127C_MS2	TotInt_128N_MS2	TotInt_128C_MS2	TotInt_129N_MS2	TotInt_129C_MS2	TotInt_130N_MS2	TotInt_130C_MS2	TotInt_131N_MS2	TotInt_131C_MS2	PSMs_Used_MS3	TotInt_126C_MS3	TotInt_127N_MS3	TotInt_127C_MS3	TotInt_128N_MS3	TotInt_128C_MS3	TotInt_129N_MS3	TotInt_129C_MS3	TotInt_130N_MS3	TotInt_130C_MS3	TotInt_131N_MS3	TotInt_131C_MS3
686	1	sp|P0A9X4|MREB_ECOLI	 	 	 	 	51.6	347	36952	Rod shape-determining protein MreB OS=Escherichia coli (strain K12) OX=83333 GN=mreB PE=1 SV=1	88	88	1.000	45	43	45	43	45.000	43.000	45	2841213.292936	2975744.7120320005	2793987.7553049996	3249606.5694579994	3489618.865235	2992864.829618	3372131.9055179995	3386322.6123039997	2987937.895021	2982804.525391	62581.904341	43	1375224.81592	1465899.8321230002	1325803.2405430004	1589970.1768780006	1677635.774659	1377378.5725430003	1639543.9077159995	1660218.857055	1459454.7800610003	1449806.761229	17309.744935000002
687	1	sp|P0A9X9|CSPA_ECOLI	 	 	 	 	41.4	70	7403	Cold shock protein CspA OS=Escherichia coli (strain K12) OX=83333 GN=cspA PE=1 SV=2	4	4	1.000	1	3	1	3	1.000	3.000	1	26296.605469	31390.105469	23235.908203	28034.166016000003	32097.154297000005	28518.408202999995	27589.957031	30401.255858999997	28514.285156	23682.222656	1090.932373	3	44753.791748	53710.464843	47275.442993	47747.711914	55712.84497	57230.630980999995	54243.437744999996	52429.990235000005	51117.405883	47298.567261000004	2274.6869509999997
688	1	sp|P0A9Y6|CSPC_ECOLI	 	 	 	 	78.3	69	7402	Cold shock-like protein CspC OS=Escherichia coli (strain K12) OX=83333 GN=cspC PE=1 SV=2	45	45	1.000	25	20	25	20	25.000	20.000	25	946246.4155289999	1303090.168703	1123324.2770999996	1236055.7934550003	1554827.5546880004	1140750.2473149998	1401136.1704089995	1447111.5432140003	1410988.306395	1155250.41406	10187.922913	20	654183.713987	839505.7012949999	675602.5712900001	809381.830445	996196.905519	757985.485719	861053.5798339999	922366.5303939999	875728.23413	764288.6481930001	15389.273927
689	1	sp|P0A9Z1|GLNB_ECOLI	 	 	 	 	56.2	112	12425	Nitrogen regulatory protein P-II 1 OS=Escherichia coli (strain K12) OX=83333 GN=glnB PE=1 SV=1	21	21	1.000	12	9	12	9	12.000	9.000	12	2304368.561524	3052510.870605	2354849.659181	2765840.9291989994	3220572.153321	2412107.972656	2966179.483397	2938643.3081050003	2802566.3593760002	2523301.5307599995	64712.19104	9	633058.6275630002	818879.2644050001	599258.6909180001	785867.683105	974998.7900390001	685465.973998	819031.464844	843395.112792	768117.9472660001	700408.903076	3473.9894409999997
690	1	sp|P0AA04|PTHP_ECOLI	 	 	 	 	78.8	85	9119	Phosphocarrier protein HPr OS=Escherichia coli (strain K12) OX=83333 GN=ptsH PE=1 SV=1	17	17	1.000	11	6	11	6	11.000	6.000	11	573987.296875	739060.360351	571423.349853	707630.430663	839011.2526840001	691341.710938	664636.6950660001	723415.1354970002	695228.250245	641292.36084	26321.337538999996	6	663967.060546	837873.195313	685333.394531	781846.0292969999	913904.599609	753776.603516	784371.5722650001	816511.320312	748461.335937	720442.808594	6930.68634
691	1	sp|P0AA10|RL13_ECOLI	 	 	 	 	64.8	142	16018	50S ribosomal protein L13 OS=Escherichia coli (strain K12) OX=83333 GN=rplM PE=1 SV=1	105	105	1.000	54	51	54	51	54.000	51.000	54	10264172.776460998	9703412.944273999	9692244.741516996	10532398.820100002	11240302.603208	11054056.057496997	11187992.346376002	11155224.045623997	10514052.961004	11727441.206516001	213587.753755	51	9104075.212644998	9130340.659423001	9761669.198728	10037300.439208003	10598172.280270997	10032762.538084002	10464214.291504996	10310786.653809998	9992194.478517	10054352.570798004	198236.739168
692	1	sp|P0AA16|OMPR_ECOLI	 	 	 	 	64.0	239	27353	Transcriptional regulatory protein OmpR OS=Escherichia coli (strain K12) OX=83333 GN=ompR PE=1 SV=1	122	122	1.000	72	50	72	50	72.000	50.000	72	2450951.737546001	2784037.004881	2544625.499878	2953513.8966060006	3141658.687259001	2659114.940672001	3166503.687622	2947411.3675570004	2802795.132444001	2644813.5487050014	58223.57727099998	50	1368970.0480960002	1490867.2635520003	1367800.1620499992	1583074.0919230005	1810163.0256340003	1448578.730589	1669421.066894	1709347.7687949997	1555164.3409440003	1526821.8292220004	26767.013030000002
693	1	sp|P0AA25|THIO_ECOLI	 	 	 	 	66.1	109	11806	Thioredoxin 1 OS=Escherichia coli (strain K12) OX=83333 GN=trxA PE=1 SV=2	36	36	1.000	21	15	21	15	21.000	15.000	21	3009440.0696410006	4109350.177734	2906478.3610809995	3579210.7312010005	4068847.281251	3181881.969484001	3583524.197754	3664609.658445	3415553.7543939995	3188515.2810049998	23665.480958	15	1223051.1679660003	1840912.485107	1221619.0087910001	1486201.532716	1850823.8959960002	1261465.422119	1545824.9699699995	1471351.0180670004	1469413.7089860002	1372158.026123	13157.254517000001
694	1	sp|P0AA37|RLUA_ECOLI	 	 	 	 	21.5	219	24860	Ribosomal large subunit pseudouridine synthase A OS=Escherichia coli (strain K12) OX=83333 GN=rluA PE=1 SV=2	4	4	1.000	2	2	2	2	2.000	2.000	2	26442.338378	24022.110473	21695.489258	27272.225707999998	27803.518554000002	26089.317992999997	27458.668457	27436.685425	25443.902953999997	23865.689208999996	486.85516399999995	2	4812.3031	6086.618652	5189.144775000001	7741.31543	7836.788574	5947.569824	8132.917724999999	7302.482910000001	7010.974853000001	6422.763184	150.0
695	1	sp|P0AA39|RLUC_ECOLI	 	 	 	 	58.3	319	36026	Ribosomal large subunit pseudouridine synthase C OS=Escherichia coli (strain K12) OX=83333 GN=rluC PE=1 SV=1	63	63	1.000	36	27	36	27	36.000	27.000	36	1039869.8112789999	1011350.419919	1008861.513183	1193358.0522490004	1164736.393311	1092969.4208999998	1210890.8955079997	1151728.5500510002	1145021.135253	1219543.964358	17064.676607	27	874979.26941	843621.4348149998	865357.461427	946361.3194590001	971146.480223	859303.6968369999	999923.3400869999	961202.4027099998	904562.892337	957108.7177749998	28918.462921999995
696	1	sp|P0AA41|TRUC_ECOLI	 	 	 	 	25.4	260	29665	tRNA pseudouridine synthase C OS=Escherichia coli (strain K12) OX=83333 GN=truC PE=1 SV=1	9	9	1.000	5	4	5	4	5.000	4.000	5	175550.032594	164821.10852100002	193343.609253	196617.431641	210691.921387	184564.697754	221731.276978	200739.377197	185537.947266	182492.861695	1981.019409	4	72414.380859	68626.939697	75001.02416999999	73305.927734	82217.351074	70764.972656	79271.009766	77611.13720800001	74949.17040999999	74052.77588	1102.671021
697	1	sp|P0AA43|RSUA_ECOLI	 	 	 	 	51.1	231	25865	Ribosomal small subunit pseudouridine synthase A OS=Escherichia coli (strain K12) OX=83333 GN=rsuA PE=1 SV=1	19	19	1.000	11	8	11	8	11.000	8.000	11	206550.09436000002	280886.238279	221831.770995	301143.798829	280719.30175600003	283743.019897	225240.974365	235676.791748	225810.088623	255945.13940299998	188.38235500000002	8	169737.541016	225952.937196	183332.582459	237544.129151	228789.85412499998	211619.593627	185844.856447	190101.26941	175150.943848	194121.14782800002	1428.066895
698	1	sp|P0AA53|QMCA_ECOLI	 	 	 	 	23.0	305	33743	Protein QmcA OS=Escherichia coli (strain K12) OX=83333 GN=qmcA PE=1 SV=1	9	9	1.000	4	5	4	5	4.000	5.000	4	49395.983398	50640.768555	48563.261719	56501.726561999996	55295.917969	52044.259277	61693.370117	55617.120118000006	54590.431641	56725.359375	1036.1605080000002	5	36875.275391	36322.357910000006	34329.458984000004	45531.021729	46936.269776	41321.119139999995	48481.675537	39483.948731	44572.501707999996	41764.887451	594.845428
699	1	sp|P0AA84|CLSB_ECOLI	 	 	 	 	10.4	413	47633	Cardiolipin synthase B OS=Escherichia coli (strain K12) OX=83333 GN=clsB PE=1 SV=1	9	9	1.000	5	4	5	4	5.000	4.000	5	139430.103516	148472.02636699998	147311.391113	166971.898437	159863.560548	151626.25097599998	167384.37109300002	173252.30664	163768.014648	176661.47167899998	5491.161179000001	4	23284.118163000003	23821.696776	23651.504395	29376.071288	27310.463868	23646.786132	28813.107422	29984.820068	26627.231689999997	26724.163086000004	150.0
700	1	sp|P0AA89|DOSC_ECOLI	 	 	 	 	34.1	460	53177	Diguanylate cyclase DosC OS=Escherichia coli (strain K12) OX=83333 GN=dosC PE=1 SV=1	24	24	1.000	16	8	16	8	16.000	8.000	16	466009.94677700003	410429.709961	469580.399414	495454.990477	557308.592041	481669.969972	545282.8936760001	519708.388184	483519.990234	464807.129884	6820.576905	8	79123.49829100001	71653.868652	68791.074951	84512.469238	82932.029297	78493.73339800001	97509.074953	87285.23462	79793.595704	82616.757569	1235.27417
701	1	sp|P0AA91|YEAY_ECOLI	 	 	 	 	36.8	193	20921	Uncharacterized lipoprotein YeaY OS=Escherichia coli (strain K12) OX=83333 GN=yeaY PE=3 SV=1	8	8	1.000	6	2	6	2	6.000	2.000	6	66811.75951999999	72046.64624100001	67648.881835	85153.893066	79017.236083	86558.201903	88183.782715	89377.478027	73843.423339	77388.44726700001	3407.3461	2	74754.269531	64037.332031	64465.380859	69406.21484300001	78255.845703	76822.998047	77638.009766	80632.179688	73374.712891	78239.48632899999	3110.1791999999996
702	1	sp|P0AA97|YAEQ_ECOLI	 	 	 	 	25.4	181	20876	Uncharacterized protein YaeQ OS=Escherichia coli (strain K12) OX=83333 GN=yaeQ PE=1 SV=1	6	6	1.000	3	3	3	3	3.000	3.000	3	18034.128662	20346.69043	16928.341308	21271.672607	24947.30542	19978.859619000003	24744.170654999998	24149.909667000004	21487.483642000003	21497.061890000004	150.0	3	7035.938964999999	6897.1792	6670.167603	7969.348388	10816.713623000001	6384.039307	8573.733277	9761.108154000001	7254.118651999999	6402.116943000001	324.4646
703	1	sp|P0AAA1|YAGU_ECOLI	 	 	 	 	17.2	204	22967	Inner membrane protein YagU OS=Escherichia coli (strain K12) OX=83333 GN=yagU PE=1 SV=1	4	4	1.000	2	2	2	2	2.000	2.000	2	50201.193359	53430.863281000005	53848.605469	57475.172851	59545.978514999995	53202.920898	56798.675781	56981.493164	57706.880859000004	57509.03125	1647.229248	2	45864.900391	40577.019531	43550.886719	42947.683593	49656.148438	31737.140625	46527.880859	48690.003907000006	41713.455078	47097.882813000004	929.595856
704	1	sp|P0AAB4|UBID_ECOLI	 	 	 	 	49.9	497	55603	3-octaprenyl-4-hydroxybenzoate carboxy-lyase OS=Escherichia coli (strain K12) OX=83333 GN=ubiD PE=1 SV=1	71	71	1.000	41	30	41	30	41.000	30.000	41	2411907.564213001	2412994.1977550006	2255540.0622549998	2688998.9877969995	2777695.7160640005	2484610.859130999	2896293.0927719995	2820368.7890610006	2506439.7963879993	2578468.1196279996	80725.499603	30	979939.70154	973354.8545510002	909880.6893300001	1113770.6739500002	1130180.30762	1006827.000124	1179169.302736	1152469.185059	1039071.4930449999	1105285.201938	14025.217713000002
705	1	sp|P0AAB6|GALF_ECOLI	 	 	 	 	61.6	297	32829	UTP--glucose-1-phosphate uridylyltransferase OS=Escherichia coli (strain K12) OX=83333 GN=galF PE=1 SV=1	76	76	1.000	44	32	44	32	44.000	32.000	44	2330743.079345	2402389.8671869994	2212541.363038	2737354.698241	2840929.39551	2390564.4628930003	2778257.9111320004	2707302.9855940007	2528588.3920909995	2573381.911867	35374.70391899999	32	1214413.46216	1390321.5366199997	1189384.808592	1425155.9167469998	1615013.5358900002	1296156.9545919998	1587805.629396	1524593.9870569997	1356371.047789	1424344.0476089998	11259.5437
706	1	sp|P0AAB8|USPD_ECOLI	 	 	 	 	33.1	142	16293	Universal stress protein D OS=Escherichia coli (strain K12) OX=83333 GN=uspD PE=2 SV=1	30	30	1.000	18	12	18	12	18.000	12.000	18	315148.733645	353994.609496	302285.31811299996	414776.87256100005	460191.28686700005	334974.83325400006	423179.09057599993	405872.60522800003	377478.764648	353839.48730499996	10211.000367	12	755004.694215	813622.670165	741051.60022	927269.2567150001	1130600.008546	760418.539368	969825.3529059999	1015297.6180419999	864533.8270269999	783176.5334459998	26408.577147999997
707	1	sp|P0AAC0|USPE_ECOLI	 	 	 	 	63.0	316	35706	Universal stress protein E OS=Escherichia coli (strain K12) OX=83333 GN=uspE PE=1 SV=2	55	55	1.000	31	24	31	24	31.000	24.000	31	1052043.9992359998	1314378.178713	1098366.6312250001	1286741.816466	1445236.0474860002	1003508.4420170003	1326682.1788960001	1327737.936586	1250067.620359	1157735.641633	15760.633452000002	24	2145307.485839	2496448.4104019995	2083476.2919920005	2416769.274414	2831060.5307630002	1866938.3183620004	2527260.493164	2615463.311034	2271571.8520500003	2119478.781738	13799.862153
708	1	sp|P0AAC8|ISCA_ECOLI	 	 	 	 	27.1	107	11556	Iron-binding protein IscA OS=Escherichia coli (strain K12) OX=83333 GN=iscA PE=1 SV=1	8	8	1.000	4	4	4	4	4.000	4.000	4	57142.666504	82099.686524	57913.674803999995	75723.032715	89505.3125	74618.37890699999	83223.61132699999	69141.300781	88439.667481	68829.404297	839.2205200000001	4	63948.54565400001	90301.777832	71632.520508	79883.286621	96154.265625	82959.037597	84727.67090000001	86166.641113	82849.229492	73125.521973	150.0
709	1	sp|P0AAD2|MTR_ECOLI	 	 	 	 	6.8	414	44332	Tryptophan-specific transport protein OS=Escherichia coli (strain K12) OX=83333 GN=mtr PE=1 SV=1	5	5	1.000	2	3	2	3	2.000	3.000	2	38571.936524000004	39033.100586	40442.514648000004	40877.625	46443.385743	38804.750975999996	43880.70312500001	43602.934570000005	39311.263672	40423.56543	150.0	3	15873.321106000001	12544.778565	14128.068848	15130.602906	17513.771484	14536.837341000002	17956.518738	17175.347717	17731.072143999998	16637.901610999998	150.0
710	1	sp|P0AAD6|SDAC_ECOLI	 	 	 	 	14.0	429	46906	Serine transporter OS=Escherichia coli (strain K12) OX=83333 GN=sdaC PE=1 SV=1	23	23	1.000	16	7	16	7	16.000	7.000	16	289330.890381	277117.721437	289937.158205	322463.17138500005	336563.213377	295866.83007900004	336672.2001949999	336047.530274	303256.32568400004	316174.492186	3727.827332	7	201101.069335	183848.88720599998	186092.306641	217078.89306600002	226950.331055	213046.789063	231436.95849699999	226264.074218	201655.08300800002	196095.826171	4589.8725890000005
711	1	sp|P0AAF6|ARTP_ECOLI	 	 	 	 	34.3	242	27022	Arginine transport ATP-binding protein ArtP OS=Escherichia coli (strain K12) OX=83333 GN=artP PE=1 SV=1	17	17	1.000	9	8	9	8	9.000	8.000	9	104094.772705	124081.38183700001	104930.770508	136307.203613	149457.42212	118581.82910100001	122758.546386	142893.187012	130339.682863	129505.93847600001	1074.576172	8	161856.21740799997	149513.23364400002	155037.633546	169041.67480600002	197703.573486	148245.675661	184209.63330000002	190453.661132	173868.217897	172889.436401	3884.883546
712	1	sp|P0AAG0|DPPD_ECOLI	 	 	 	 	57.8	327	35844	Dipeptide transport ATP-binding protein DppD OS=Escherichia coli (strain K12) OX=83333 GN=dppD PE=1 SV=1	69	69	1.000	40	29	40	29	40.000	29.000	40	1872577.005586	2002819.5004900005	2018159.245577	2174086.6566170007	2545567.529112	2181166.531797	2256447.283508	2395885.2550649997	1919259.3883980003	2260418.787906	34979.40685900001	29	1512635.867005	1486975.0109850003	1505936.4848660002	1631706.8520520004	1831400.220214	1421248.7188100002	1766528.621584	1737480.334596	1563362.8709700005	1593284.0651839997	18109.981385000003
713	1	sp|P0AAG3|GLTL_ECOLI	 	 	 	 	20.7	241	26661	Glutamate/aspartate import ATP-binding protein GltL OS=Escherichia coli (strain K12) OX=83333 GN=gltL PE=3 SV=1	8	8	1.000	6	2	6	2	6.000	2.000	6	97199.769531	91379.12353499999	91438.28955	104437.63574299999	114688.851075	105554.202636	110849.25488200001	111793.270507	103250.47461	102433.33007899999	4521.152099999999	2	104693.03125	99255.1875	108859.289062	117205.808594	119754.398438	104343.859375	125652.742187	122276.386719	107332.324219	112435.730469	2435.099975
714	1	sp|P0AAG5|MDLB_ECOLI	 	 	 	 	4.2	593	65222	Multidrug resistance-like ATP-binding protein MdlB OS=Escherichia coli (strain K12) OX=83333 GN=mdlB PE=1 SV=1	3	3	1.000	2	1	2	1	2.000	1.000	2	17532.681396	17710.798828	16319.80017	20144.122559	20655.455323	19265.087891000003	19034.243408	22107.926514	17337.848633	19444.246338	150.0	1	1332.303955	1065.036255	1152.727905	988.658447	1027.8591310000002	971.125244	525.3587650000001	925.283875	956.840393	1370.7384029999998	150.0
715	1	sp|P0AAH0|PSTB_ECOLI	 	 	 	 	44.7	257	29027	Phosphate import ATP-binding protein PstB OS=Escherichia coli (strain K12) OX=83333 GN=pstB PE=1 SV=2	25	25	1.000	12	13	12	13	12.000	13.000	12	523162.46118300006	548518.1468519999	487881.257326	582303.829834	618604.8125	520830.8771979999	638161.1782220001	615542.5476070002	556135.260744	552585.342895	8653.965912	13	206941.16540300002	218113.86099199997	207992.36554	248402.02130000002	244087.092805	220463.98788499998	260044.542601	253246.35998599997	227691.874511	217565.004517	3233.998902
716	1	sp|P0AAH4|SAPD_ECOLI	 	 	 	 	28.2	330	37660	Putrescine export system ATP-binding protein SapD OS=Escherichia coli (strain K12) OX=83333 GN=sapD PE=1 SV=1	14	14	1.000	9	5	9	5	9.000	5.000	9	167678.297485	174530.116454	165618.218016	187041.87658699998	203687.47033799998	192650.729492	190668.557617	196704.147215	181304.53991599998	183544.520875	5016.473328	5	24487.291747	23598.444824	23910.230712999997	27169.70459	29145.471435	24285.632325	30589.752685	27393.677491	23747.354492000002	28090.178466	150.0
717	1	sp|P0AAH8|SAPF_ECOLI	 	 	 	 	6.3	268	30570	Putrescine export system ATP-binding protein SapF OS=Escherichia coli (strain K12) OX=83333 GN=sapF PE=1 SV=1	4	4	1.000	2	2	2	2	2.000	2.000	2	39105.271485000005	39561.261719	37006.285157	44006.703125	45720.644531	40878.871093	46811.679688000004	49175.154296	41364.222656	41441.595703	1212.843018	2	19085.419922	16821.223633	19673.404297	19775.361328	19748.882324	19449.604492	22927.440429000002	21965.663085	18040.206055	19107.813964999998	394.68161000000003
718	1	sp|P0AAI3|FTSH_ECOLI	 	 	 	 	63.4	644	70707	ATP-dependent zinc metalloprotease FtsH OS=Escherichia coli (strain K12) OX=83333 GN=ftsH PE=1 SV=1	138	138	1.000	79	59	79	59	79.000	59.000	79	2608136.1801759996	2501722.5020739995	2561952.3131090007	2839623.2039789977	3024480.054688999	2653148.4299309994	3109941.120360999	2903935.3017540006	2724114.683229001	2785500.997803	62154.006635999984	59	2484780.5542630013	2389931.1704720003	2333359.6595489997	2703477.6762059997	2781938.102174	2479443.5632329998	2919728.3477779995	2772941.153566999	2559101.133545	2671076.5615270003	50748.00704899999
719	1	sp|P0AAI5|FABF_ECOLI	 	 	 	 	54.2	413	43045	3-oxoacyl-[acyl-carrier-protein] synthase 2 OS=Escherichia coli (strain K12) OX=83333 GN=fabF PE=1 SV=2	75	75	1.000	46	29	46	29	46.000	29.000	46	1925427.8127439995	1923300.400757	1813342.8926430007	2075691.0030540002	2281080.1417260002	1811376.3621240007	2169686.4705809997	2169866.1588139995	1884588.7507330005	1857739.5577410005	24571.519562	29	719330.1070569998	799094.7869250003	717507.9094829998	789149.3933129999	937269.5502950001	662377.7466119999	844523.5841680003	845135.309537	731396.9266350003	752354.76773	11788.969176999999
720	1	sp|P0AAI9|FABD_ECOLI	 	 	 	 	52.8	309	32417	Malonyl CoA-acyl carrier protein transacylase OS=Escherichia coli (strain K12) OX=83333 GN=fabD PE=1 SV=2	63	63	1.000	37	26	37	26	37.000	26.000	37	2332223.516115	3196348.834961	2067423.8222059999	2796205.975098999	3522793.882449001	2304180.304443	3167389.084107	2938167.385376	2797122.829348	2208941.681885	20641.528596	26	1663383.713013	2363290.4799789996	1635195.8197650001	2081252.149173	2729290.3798829997	1711357.4152829996	2387068.947877	2263867.1850570003	2118943.425417	1801208.8168930002	46886.24365399999
721	1	sp|P0AAJ5|FDOH_ECOLI	 	 	 	 	25.3	300	33100	Formate dehydrogenase-O iron-sulfur subunit OS=Escherichia coli (strain K12) OX=83333 GN=fdoH PE=1 SV=1	13	13	1.000	9	4	9	4	9.000	4.000	9	94149.91027800001	115729.151368	99744.66967799999	118229.69287099999	140381.278564	107849.51245099999	119746.513428	121136.06811600001	110665.09082	96619.387206	506.88622999999995	4	33477.20285	42680.318908999994	34001.227173	42744.198334999994	45513.779999000006	37624.505005	43753.516724	41104.585693999994	38722.688721	36569.417907	635.967438
722	1	sp|P0AAN3|HYPB_ECOLI	 	 	 	 	12.1	290	31565	Hydrogenase maturation factor HypB OS=Escherichia coli (strain K12) OX=83333 GN=hypB PE=1 SV=1	2	2	1.000	2	0	2	0	2.000	0.000	2	7356.799775	7045.143249	9080.627563	9279.300415000002	8218.970337	6742.15802	7201.958618000001	8588.217529	6957.124878	6146.090454	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
723	1	sp|P0AAN5|YAIA_ECOLI	 	 	 	 	47.6	63	7281	Uncharacterized protein YaiA OS=Escherichia coli (strain K12) OX=83333 GN=yaiA PE=1 SV=1	6	6	1.000	4	2	4	2	4.000	2.000	4	127982.072266	153809.36328	111301.402344	134838.09961	161120.197266	121731.61914	140985.054688	133431.494141	134907.230468	108043.238281	3110.5026239999997	2	28316.230468	38597.852539	29510.110839	32752.439942	44268.057617	34002.8125	36596.217774	36864.123047	35140.501953	30778.345215	463.327209
