PAW protein_summary_9 results file
written: Wed Apr 17 21:55:00 2019

 	=subtotal(109,B6:B2339)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	x
348.0	1	sp|P0A6B4|ALR1_ECOLI	 	45.4	359	39153	Alanine racemase, biosynthetic OS=Escherichia coli (strain K12) OX=83333 GN=alr PE=1 SV=1	31	31	1.000	20	11	20	11	20.000	11.000	 
349.0	1	sp|P0A6B7|ISCS_ECOLI	 	62.1	404	45089	Cysteine desulfurase IscS OS=Escherichia coli (strain K12) OX=83333 GN=iscS PE=1 SV=1	207	207	1.000	123	84	123	84	123.000	84.000	 
350.0	1	sp|P0A6C1|END4_ECOLI	 	36.5	285	31479	Endonuclease 4 OS=Escherichia coli (strain K12) OX=83333 GN=nfo PE=1 SV=1	19	19	1.000	11	8	11	8	11.000	8.000	 
351.0	1	sp|P0A6C8|ARGB_ECOLI	 	27.1	258	27159	Acetylglutamate kinase OS=Escherichia coli (strain K12) OX=83333 GN=argB PE=1 SV=1	11	11	1.000	7	4	7	4	7.000	4.000	 
352.0	1	sp|P0A6D0|ARGR_ECOLI	 	37.2	156	16994	Arginine repressor OS=Escherichia coli (strain K12) OX=83333 GN=argR PE=1 SV=1	10	10	1.000	5	5	5	5	5.000	5.000	 
353.0	1	sp|P0A6D3|AROA_ECOLI	 	38.6	427	46095	3-phosphoshikimate 1-carboxyvinyltransferase OS=Escherichia coli (strain K12) OX=83333 GN=aroA PE=1 SV=1	42	42	1.000	24	18	24	18	24.000	18.000	 
354.0	1	sp|P0A6D7|AROK_ECOLI	 	59.5	173	19538	Shikimate kinase 1 OS=Escherichia coli (strain K12) OX=83333 GN=aroK PE=1 SV=2	29	29	1.000	16	13	16	13	16.000	13.000	 
355.0	1	sp|P0A6E1|AROL_ECOLI	 	24.1	174	19151	Shikimate kinase 2 OS=Escherichia coli (strain K12) OX=83333 GN=aroL PE=1 SV=3	2	2	1.000	2	0	2	0	2.000	0.000	 
356.0	1	sp|P0A6E4|ASSY_ECOLI	 	51.2	447	49898	Argininosuccinate synthase OS=Escherichia coli (strain K12) OX=83333 GN=argG PE=1 SV=2	56	56	1.000	30	26	30	26	30.000	26.000	 
357.0	1	sp|P0A6E6|ATPE_ECOLI	 	48.2	139	15068	ATP synthase epsilon chain OS=Escherichia coli (strain K12) OX=83333 GN=atpC PE=1 SV=2	7	7	1.000	4	3	4	3	4.000	3.000	 
358.0	1	sp|P0A6E9|BIOD2_ECOLI	 	42.9	231	24981	ATP-dependent dethiobiotin synthetase BioD 2 OS=Escherichia coli (strain K12) OX=83333 GN=bioD2 PE=3 SV=1	20	20	1.000	11	9	11	9	11.000	9.000	 
359.0	1	sp|P0A6F1|CARA_ECOLI	 	42.4	382	41431	Carbamoyl-phosphate synthase small chain OS=Escherichia coli (strain K12) OX=83333 GN=carA PE=1 SV=1	19	19	1.000	12	7	12	7	12.000	7.000	 
360.0	1	sp|P0A6F3|GLPK_ECOLI	 	83.5	502	56230	Glycerol kinase OS=Escherichia coli (strain K12) OX=83333 GN=glpK PE=1 SV=2	1336	1336	1.000	733	603	733	603	733.000	603.000	 
361.0	1	sp|P0A6F5|CH60_ECOLI	 	91.8	548	57328	60 kDa chaperonin OS=Escherichia coli (strain K12) OX=83333 GN=groL PE=1 SV=2	883	883	1.000	527	356	527	356	527.000	356.000	 
362.0	1	sp|P0A6F9|CH10_ECOLI	 	96.9	97	10387	10 kDa chaperonin OS=Escherichia coli (strain K12) OX=83333 GN=groS PE=1 SV=1	121	121	1.000	63	58	63	58	63.000	58.000	 
363.0	1	sp|P0A6G3|PNCC_ECOLI	 	47.3	165	17582	Nicotinamide-nucleotide amidohydrolase PncC OS=Escherichia coli (strain K12) OX=83333 GN=pncC PE=1 SV=1	26	26	1.000	16	10	16	10	16.000	10.000	 
364.0	1	sp|P0A6G7|CLPP_ECOLI	 	36.7	207	23186	ATP-dependent Clp protease proteolytic subunit OS=Escherichia coli (strain K12) OX=83333 GN=clpP PE=1 SV=1	43	43	1.000	23	20	23	20	23.000	20.000	 
365.0	1	sp|P0A6H1|CLPX_ECOLI	 	57.5	424	46355	ATP-dependent Clp protease ATP-binding subunit ClpX OS=Escherichia coli (strain K12) OX=83333 GN=clpX PE=1 SV=2	64	64	1.000	32	32	32	32	32.000	32.000	 
366.0	1	sp|P0A6H5|HSLU_ECOLI	 	59.4	443	49593	ATP-dependent protease ATPase subunit HslU OS=Escherichia coli (strain K12) OX=83333 GN=hslU PE=1 SV=1	147	147	1.000	85	62	85	62	85.000	62.000	 
367.0	1	sp|P0A6I0|KCY_ECOLI	 	36.1	227	24746	Cytidylate kinase OS=Escherichia coli (strain K12) OX=83333 GN=cmk PE=1 SV=1	27	27	1.000	13	14	13	14	13.000	14.000	 
368.0	1	sp|P0A6I3|COAA_ECOLI	 	44.3	316	36359	Pantothenate kinase OS=Escherichia coli (strain K12) OX=83333 GN=coaA PE=1 SV=1	32	32	1.000	16	16	16	16	16.000	16.000	 
369.0	1	sp|P0A6I6|COAD_ECOLI	 	46.5	159	17836	Phosphopantetheine adenylyltransferase OS=Escherichia coli (strain K12) OX=83333 GN=coaD PE=1 SV=1	9	9	1.000	6	3	6	3	6.000	3.000	 
370.0	1	sp|P0A6I9|COAE_ECOLI	 	27.7	206	22621	Dephospho-CoA kinase OS=Escherichia coli (strain K12) OX=83333 GN=coaE PE=1 SV=1	14	14	1.000	7	7	7	7	7.000	7.000	 
371.0	1	sp|P0A6J1|CYSC_ECOLI	 	13.4	201	22321	Adenylyl-sulfate kinase OS=Escherichia coli (strain K12) OX=83333 GN=cysC PE=1 SV=2	3	3	1.000	2	1	2	1	2.000	1.000	 
372.0	1	sp|P0A6J3|CYSZ_ECOLI	 	7.5	253	29305	Sulfate transporter CysZ OS=Escherichia coli (strain K12) OX=83333 GN=cysZ PE=1 SV=1	2	2	1.000	2	0	2	0	2.000	0.000	 
373.0	1	sp|P0A6J5|DADA_ECOLI	 	61.6	432	47607	D-amino acid dehydrogenase OS=Escherichia coli (strain K12) OX=83333 GN=dadA PE=1 SV=1	76	76	1.000	39	37	39	37	39.000	37.000	 
374.0	1	sp|P0A6J8|DDLA_ECOLI	 	47.0	364	39315	D-alanine--D-alanine ligase A OS=Escherichia coli (strain K12) OX=83333 GN=ddlA PE=3 SV=1	47	47	1.000	25	22	25	22	25.000	22.000	 
375.0	1	sp|P0A6K1|DAPF_ECOLI	 	30.7	274	30208	Diaminopimelate epimerase OS=Escherichia coli (strain K12) OX=83333 GN=dapF PE=1 SV=1	21	21	1.000	10	11	10	11	10.000	11.000	 
376.0	1	sp|P0A6K3|DEF_ECOLI	 	38.5	169	19328	Peptide deformylase OS=Escherichia coli (strain K12) OX=83333 GN=def PE=1 SV=2	18	18	1.000	9	9	9	9	9.000	9.000	 
377.0	1	sp|P0A6K6|DEOB_ECOLI	 	61.4	407	44369	Phosphopentomutase OS=Escherichia coli (strain K12) OX=83333 GN=deoB PE=1 SV=1	96	96	1.000	53	43	53	43	53.000	43.000	 
378.0	1	sp|P0A6L0|DEOC_ECOLI	 	75.3	259	27733	Deoxyribose-phosphate aldolase OS=Escherichia coli (strain K12) OX=83333 GN=deoC PE=1 SV=1	71	71	1.000	38	33	38	33	38.000	33.000	 
379.0	1	sp|P0A6L2|DAPA_ECOLI	 	55.5	292	31270	4-hydroxy-tetrahydrodipicolinate synthase OS=Escherichia coli (strain K12) OX=83333 GN=dapA PE=1 SV=1	64	64	1.000	34	30	34	30	34.000	30.000	 
380.0	1	sp|P0A6L4|NANA_ECOLI	 	52.2	297	32593	N-acetylneuraminate lyase OS=Escherichia coli (strain K12) OX=83333 GN=nanA PE=1 SV=2	37	37	1.000	21	16	21	16	21.000	16.000	 
381.0	1	sp|P0A6L7|UXAB_ECOLI	 	10.8	483	54808	Altronate oxidoreductase OS=Escherichia coli (strain K12) OX=83333 GN=uxaB PE=1 SV=1	13	13	1.000	6	7	6	7	6.000	7.000	 
382.0	1	sp|P0A6L9|HSCB_ECOLI	 	33.9	171	20137	Co-chaperone protein HscB OS=Escherichia coli (strain K12) OX=83333 GN=hscB PE=1 SV=1	8	8	1.000	6	2	6	2	6.000	2.000	 
383.0	1	sp|P0A6M2|DSBB_ECOLI	 	18.8	176	20142	Disulfide bond formation protein B OS=Escherichia coli (strain K12) OX=83333 GN=dsbB PE=1 SV=1	5	5	1.000	3	2	3	2	3.000	2.000	 
384.0	1	sp|P0A6M4|DTD_ECOLI	 	25.5	145	15950	D-aminoacyl-tRNA deacylase OS=Escherichia coli (strain K12) OX=83333 GN=dtd PE=1 SV=1	7	7	1.000	5	2	5	2	5.000	2.000	 
385.0	1	sp|P0A6M8|EFG_ECOLI	 	65.8	704	77580	Elongation factor G OS=Escherichia coli (strain K12) OX=83333 GN=fusA PE=1 SV=2	656	656	1.000	382	274	382	274	382.000	274.000	 
386.0	1	sp|P0A6N4|EFP_ECOLI	 	24.5	188	20591	Elongation factor P OS=Escherichia coli (strain K12) OX=83333 GN=efp PE=1 SV=2	26	26	1.000	16	10	16	10	16.000	10.000	 
387.0	1	sp|P0A6N8|EFPL_ECOLI	 	42.6	190	21532	Elongation factor P-like protein OS=Escherichia coli (strain K12) OX=83333 GN=yeiP PE=1 SV=1	26	26	1.000	14	12	14	12	14.000	12.000	 
388.0	1	sp|P0A6P1|EFTS_ECOLI	 	70.3	283	30423	Elongation factor Ts OS=Escherichia coli (strain K12) OX=83333 GN=tsf PE=1 SV=2	181	181	1.000	113	68	113	68	113.000	68.000	 
389.0	1	sp|P0A6P5|DER_ECOLI	 	62.0	490	55035	GTPase Der OS=Escherichia coli (strain K12) OX=83333 GN=der PE=1 SV=1	121	121	1.000	66	55	66	55	66.000	55.000	 
390.0	1	sp|P0A6P7|ENGB_ECOLI	 	56.2	210	23561	Probable GTP-binding protein EngB OS=Escherichia coli (strain K12) OX=83333 GN=engB PE=1 SV=1	50	50	1.000	31	19	31	19	31.000	19.000	 
391.0	1	sp|P0A6P9|ENO_ECOLI	 	84.7	432	45654	Enolase OS=Escherichia coli (strain K12) OX=83333 GN=eno PE=1 SV=2	344	344	1.000	206	138	206	138	206.000	138.000	 
392.0	1	sp|P0A6Q3|FABA_ECOLI	 	52.9	172	18969	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase OS=Escherichia coli (strain K12) OX=83333 GN=fabA PE=1 SV=2	45	45	1.000	28	17	28	17	28.000	17.000	 
393.0	1	sp|P0A6Q6|FABZ_ECOLI	 	34.4	151	17033	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ OS=Escherichia coli (strain K12) OX=83333 GN=fabZ PE=1 SV=1	28	28	1.000	15	13	15	13	15.000	13.000	 
394.0	1	sp|P0A6R0|FABH_ECOLI	 	48.3	317	33515	3-oxoacyl-[acyl-carrier-protein] synthase 3 OS=Escherichia coli (strain K12) OX=83333 GN=fabH PE=1 SV=1	56	56	1.000	35	21	35	21	35.000	21.000	 
395.0	1	sp|P0A6R3|FIS_ECOLI	 	32.7	98	11240	DNA-binding protein Fis OS=Escherichia coli (strain K12) OX=83333 GN=fis PE=1 SV=1	8	8	1.000	5	3	5	3	5.000	3.000	 
396.0	1	sp|P0A6S0|FLGH_ECOLI	 	34.1	232	24615	Flagellar L-ring protein OS=Escherichia coli (strain K12) OX=83333 GN=flgH PE=3 SV=1	17	17	1.000	9	8	9	8	9.000	8.000	 
397.0	1	sp|P0A6S7|GPDA_ECOLI	 	32.2	339	36361	Glycerol-3-phosphate dehydrogenase [NAD(P)+] OS=Escherichia coli (strain K12) OX=83333 GN=gpsA PE=3 SV=1	28	28	1.000	18	10	18	10	18.000	10.000	 
398.0	1	sp|P0A6T1|G6PI_ECOLI	 	53.2	549	61529	Glucose-6-phosphate isomerase OS=Escherichia coli (strain K12) OX=83333 GN=pgi PE=1 SV=1	175	175	1.000	99	76	99	76	99.000	76.000	 
399.0	1	sp|P0A6T5|GCH1_ECOLI	 	57.2	222	24830	GTP cyclohydrolase 1 OS=Escherichia coli (strain K12) OX=83333 GN=folE PE=1 SV=2	51	51	1.000	31	20	31	20	31.000	20.000	 
400.0	1	sp|P0A6T9|GCSH_ECOLI	 	12.4	129	13811	Glycine cleavage system H protein OS=Escherichia coli (strain K12) OX=83333 GN=gcvH PE=1 SV=2	4	4	1.000	3	1	3	1	3.000	1.000	 
401.0	1	sp|P0A6U3|MNMG_ECOLI	 	28.3	629	69520	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG OS=Escherichia coli (strain K12) OX=83333 GN=mnmG PE=1 SV=1	51	51	1.000	28	23	28	23	28.000	23.000	 
402.0	1	sp|P0A6U5|RSMG_ECOLI	 	46.9	207	23431	Ribosomal RNA small subunit methyltransferase G OS=Escherichia coli (strain K12) OX=83333 GN=rsmG PE=1 SV=1	17	17	1.000	10	7	10	7	10.000	7.000	 
403.0	1	sp|P0A6U8|GLGA_ECOLI	 	38.2	477	52822	Glycogen synthase OS=Escherichia coli (strain K12) OX=83333 GN=glgA PE=1 SV=1	45	45	1.000	22	23	22	23	22.000	23.000	 
404.0	1	sp|P0A6V1|GLGC_ECOLI	 	60.3	431	48697	Glucose-1-phosphate adenylyltransferase OS=Escherichia coli (strain K12) OX=83333 GN=glgC PE=1 SV=2	67	67	1.000	38	29	38	29	38.000	29.000	 
405.0	1	sp|P0A6V8|GLK_ECOLI	 	28.3	321	34723	Glucokinase OS=Escherichia coli (strain K12) OX=83333 GN=glk PE=1 SV=1	24	24	1.000	13	11	13	11	13.000	11.000	 
406.0	1	sp|P0A6W0|GLSA2_ECOLI	 	39.3	308	33515	Glutaminase 2 OS=Escherichia coli (strain K12) OX=83333 GN=glsA2 PE=1 SV=1	18	18	1.000	11	7	11	7	11.000	7.000	 
407.0	1	sp|P0A6W3|MRAY_ECOLI	 	6.9	360	39874	Phospho-N-acetylmuramoyl-pentapeptide-transferase OS=Escherichia coli (strain K12) OX=83333 GN=mraY PE=1 SV=1	5	5	1.000	2	3	2	3	2.000	3.000	 
408.0	1	sp|P0A6W5|GREA_ECOLI	 	75.9	158	17641	Transcription elongation factor GreA OS=Escherichia coli (strain K12) OX=83333 GN=greA PE=1 SV=1	42	42	1.000	23	19	23	19	23.000	19.000	 
409.0	1	sp|P0A6W9|GSH1_ECOLI	 	50.0	518	58269	Glutamate--cysteine ligase OS=Escherichia coli (strain K12) OX=83333 GN=gshA PE=1 SV=1	58	58	1.000	28	30	28	30	28.000	30.000	 
410.0	1	sp|P0A6X1|HEM1_ECOLI	 	7.9	418	46306	Glutamyl-tRNA reductase OS=Escherichia coli (strain K12) OX=83333 GN=hemA PE=1 SV=1	5	5	1.000	4	1	4	1	4.000	1.000	 
411.0	1	sp|P0A6X3|HFQ_ECOLI	 	35.3	102	11166	RNA-binding protein Hfq OS=Escherichia coli (strain K12) OX=83333 GN=hfq PE=1 SV=2	7	7	1.000	5	2	5	2	5.000	2.000	 
412.0	1	sp|P0A6X7|IHFA_ECOLI	 	80.8	99	11354	Integration host factor subunit alpha OS=Escherichia coli (strain K12) OX=83333 GN=ihfA PE=1 SV=1	61	61	1.000	38	23	38	23	38.000	23.000	 
413.0	1	sp|P0A6Y1|IHFB_ECOLI	 	62.8	94	10651	Integration host factor subunit beta OS=Escherichia coli (strain K12) OX=83333 GN=ihfB PE=1 SV=1	45	45	1.000	26	19	26	19	26.000	19.000	 
414.0	1	sp|P0A6Y5|HSLO_ECOLI	 	55.8	292	32534	33 kDa chaperonin OS=Escherichia coli (strain K12) OX=83333 GN=hslO PE=1 SV=1	41	41	1.000	23	18	23	18	23.000	18.000	 
415.0	1	sp|P0A6Y8|DNAK_ECOLI	 	83.4	638	69114	Chaperone protein DnaK OS=Escherichia coli (strain K12) OX=83333 GN=dnaK PE=1 SV=2	508	489	0.963	290	218	279	210	290.000	217.962	REV_P0A6Y8, sp|P0A6Y8|DNAK_ECOLI
416.0	1	sp|P0A6Z1|HSCA_ECOLI	 	31.2	616	65652	Chaperone protein HscA OS=Escherichia coli (strain K12) OX=83333 GN=hscA PE=1 SV=1	43	43	1.000	22	21	22	21	22.000	21.000	 
417.0	1	sp|P0A6Z3|HTPG_ECOLI	 	71.0	624	71422	Chaperone protein HtpG OS=Escherichia coli (strain K12) OX=83333 GN=htpG PE=1 SV=1	279	279	1.000	172	107	172	107	172.000	107.000	 
418.0	1	sp|P0A6Z6|NIKR_ECOLI	 	27.8	133	15094	Nickel-responsive regulator OS=Escherichia coli (strain K12) OX=83333 GN=nikR PE=1 SV=1	8	8	1.000	5	3	5	3	5.000	3.000	 
419.0	1	sp|P0A705|IF2_ECOLI	 	60.7	890	97349	Translation initiation factor IF-2 OS=Escherichia coli (strain K12) OX=83333 GN=infB PE=1 SV=1	311	310	0.997	184	127	183	127	183.989	127.000	REV_EXTRA_0012, sp|P0A705|IF2_ECOLI
420.0	1	sp|P0A707|IF3_ECOLI	 	59.4	180	20564	Translation initiation factor IF-3 OS=Escherichia coli (strain K12) OX=83333 GN=infC PE=1 SV=1	113	113	1.000	64	49	64	49	64.000	49.000	 
421.0	1	sp|P0A715|KDSA_ECOLI	 	72.5	284	30832	2-dehydro-3-deoxyphosphooctonate aldolase OS=Escherichia coli (strain K12) OX=83333 GN=kdsA PE=1 SV=1	127	127	1.000	76	51	76	51	76.000	51.000	 
422.0	1	sp|P0A717|KPRS_ECOLI	 	58.4	315	34218	Ribose-phosphate pyrophosphokinase OS=Escherichia coli (strain K12) OX=83333 GN=prs PE=1 SV=2	121	121	1.000	74	47	74	47	74.000	47.000	 
423.0	1	sp|P0A720|KTHY_ECOLI	 	38.5	213	23783	Thymidylate kinase OS=Escherichia coli (strain K12) OX=83333 GN=tmk PE=1 SV=1	19	19	1.000	11	8	11	8	11.000	8.000	 
424.0	1	sp|P0A722|LPXA_ECOLI	 	42.7	262	28080	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase OS=Escherichia coli (strain K12) OX=83333 GN=lpxA PE=1 SV=1	36	36	1.000	22	14	22	14	22.000	14.000	 
425.0	1	sp|P0A725|LPXC_ECOLI	 	34.8	305	33956	UDP-3-O-acyl-N-acetylglucosamine deacetylase OS=Escherichia coli (strain K12) OX=83333 GN=lpxC PE=1 SV=1	31	31	1.000	15	16	15	16	15.000	16.000	 
426.0	1	sp|P0A729|YCEF_ECOLI	 	45.9	194	21691	Maf-like protein YceF OS=Escherichia coli (strain K12) OX=83333 GN=yceF PE=1 SV=1	31	31	1.000	21	10	21	10	21.000	10.000	 
427.0	1	sp|P0A731|MGSA_ECOLI	 	20.4	152	16918	Methylglyoxal synthase OS=Escherichia coli (strain K12) OX=83333 GN=mgsA PE=1 SV=1	5	5	1.000	4	1	4	1	4.000	1.000	 
428.0	1	sp|P0A734|MINE_ECOLI	 	60.2	88	10235	Cell division topological specificity factor OS=Escherichia coli (strain K12) OX=83333 GN=minE PE=1 SV=1	19	19	1.000	9	10	9	10	9.000	10.000	 
429.0	1	sp|P0A738|MOAC_ECOLI	 	55.3	161	17467	Cyclic pyranopterin monophosphate synthase OS=Escherichia coli (strain K12) OX=83333 GN=moaC PE=1 SV=2	24	24	1.000	12	12	12	12	12.000	12.000	 
430.0	1	sp|P0A742|MSCL_ECOLI	 	20.6	136	14957	Large-conductance mechanosensitive channel OS=Escherichia coli (strain K12) OX=83333 GN=mscL PE=1 SV=1	14	14	1.000	8	6	8	6	8.000	6.000	 
431.0	1	sp|P0A744|MSRA_ECOLI	 	29.7	212	23315	Peptide methionine sulfoxide reductase MsrA OS=Escherichia coli (strain K12) OX=83333 GN=msrA PE=1 SV=2	15	15	1.000	10	5	10	5	10.000	5.000	 
432.0	1	sp|P0A746|MSRB_ECOLI	 	51.8	137	15451	Peptide methionine sulfoxide reductase MsrB OS=Escherichia coli (strain K12) OX=83333 GN=msrB PE=1 SV=1	13	13	1.000	7	6	7	6	7.000	6.000	 
433.0	1	sp|P0A749|MURA_ECOLI	 	58.2	419	44817	UDP-N-acetylglucosamine 1-carboxyvinyltransferase OS=Escherichia coli (strain K12) OX=83333 GN=murA PE=1 SV=1	70	70	1.000	39	31	39	31	39.000	31.000	 
434.0	1	sp|P0A756|KEFG_ECOLI	 	13.6	184	20958	Glutathione-regulated potassium-efflux system ancillary protein KefG OS=Escherichia coli (strain K12) OX=83333 GN=kefG PE=3 SV=1	2	2	1.000	2	0	2	0	2.000	0.000	 
435.0	1	sp|P0A759|NAGB_ECOLI	 	62.0	266	29774	Glucosamine-6-phosphate deaminase OS=Escherichia coli (strain K12) OX=83333 GN=nagB PE=1 SV=1	55	55	1.000	36	19	36	19	36.000	19.000	 
436.0	1	sp|P0A761|NANE_ECOLI	 	22.3	229	24073	Putative N-acetylmannosamine-6-phosphate 2-epimerase OS=Escherichia coli (strain K12) OX=83333 GN=nanE PE=1 SV=1	15	15	1.000	9	6	9	6	9.000	6.000	 
437.0	1	sp|P0A763|NDK_ECOLI	 	64.3	143	15463	Nucleoside diphosphate kinase OS=Escherichia coli (strain K12) OX=83333 GN=ndk PE=1 SV=2	41	41	1.000	24	17	24	17	24.000	17.000	 
438.0	1	sp|P0A776|RPPH_ECOLI	 	26.1	176	20795	RNA pyrophosphohydrolase OS=Escherichia coli (strain K12) OX=83333 GN=rppH PE=1 SV=1	6	6	1.000	3	3	3	3	3.000	3.000	 
439.0	1	sp|P0A780|NUSB_ECOLI	 	50.4	139	15689	Transcription antitermination protein NusB OS=Escherichia coli (strain K12) OX=83333 GN=nusB PE=1 SV=1	32	32	1.000	18	14	18	14	18.000	14.000	 
440.0	1	sp|P0A784|ORN_ECOLI	 	51.4	181	20815	Oligoribonuclease OS=Escherichia coli (strain K12) OX=83333 GN=orn PE=1 SV=2	28	28	1.000	17	11	17	11	17.000	11.000	 
441.0	1	sp|P0A786|PYRB_ECOLI	 	49.8	311	34427	Aspartate carbamoyltransferase catalytic subunit OS=Escherichia coli (strain K12) OX=83333 GN=pyrB PE=1 SV=2	43	43	1.000	23	20	23	20	23.000	20.000	 
442.0	1	sp|P0A790|PAND_ECOLI	 	33.3	126	13834	Aspartate 1-decarboxylase OS=Escherichia coli (strain K12) OX=83333 GN=panD PE=1 SV=1	8	8	1.000	5	3	5	3	5.000	3.000	 
443.0	1	sp|P0A794|PDXJ_ECOLI	 	39.9	243	26384	Pyridoxine 5'-phosphate synthase OS=Escherichia coli (strain K12) OX=83333 GN=pdxJ PE=1 SV=2	33	33	1.000	17	16	17	16	17.000	16.000	 
444.0	1	sp|P0A796|PFKA_ECOLI	 	60.9	320	34842	ATP-dependent 6-phosphofructokinase isozyme 1 OS=Escherichia coli (strain K12) OX=83333 GN=pfkA PE=1 SV=1	72	72	1.000	39	33	39	33	39.000	33.000	 
445.0	1	sp|P0A799|PGK_ECOLI	 	81.4	387	41118	Phosphoglycerate kinase OS=Escherichia coli (strain K12) OX=83333 GN=pgk PE=1 SV=2	236	236	1.000	134	102	134	102	134.000	102.000	 
446.0	1	sp|P0A7A2|GPMB_ECOLI	 	34.9	215	24065	Probable phosphoglycerate mutase GpmB OS=Escherichia coli (strain K12) OX=83333 GN=gpmB PE=3 SV=1	20	20	1.000	12	8	12	8	12.000	8.000	 
447.0	1	sp|P0A7A5|PIMT_ECOLI	 	39.4	208	23257	Protein-L-isoaspartate O-methyltransferase OS=Escherichia coli (strain K12) OX=83333 GN=pcm PE=1 SV=2	25	25	1.000	14	11	14	11	14.000	11.000	 
448.0	1	sp|P0A7A7|PLSB_ECOLI	 	37.9	807	91380	Glycerol-3-phosphate acyltransferase OS=Escherichia coli (strain K12) OX=83333 GN=plsB PE=1 SV=2	76	76	1.000	41	35	41	35	41.000	35.000	 
449.0	1	sp|P0A7A9|IPYR_ECOLI	 	60.8	176	19703	Inorganic pyrophosphatase OS=Escherichia coli (strain K12) OX=83333 GN=ppa PE=1 SV=2	69	69	1.000	40	29	40	29	40.000	29.000	 
450.0	1	sp|P0A7B1|PPK1_ECOLI	 	57.1	688	80431	Polyphosphate kinase OS=Escherichia coli (strain K12) OX=83333 GN=ppk PE=1 SV=2	126	126	1.000	73	53	73	53	73.000	53.000	 
451.0	1	sp|P0A7B3|NADK_ECOLI	 	20.2	292	32566	NAD kinase OS=Escherichia coli (strain K12) OX=83333 GN=nadK PE=1 SV=1	11	11	1.000	8	3	8	3	8.000	3.000	 
452.0	1	sp|P0A7B8|HSLV_ECOLI	 	39.8	176	19093	ATP-dependent protease subunit HslV OS=Escherichia coli (strain K12) OX=83333 GN=hslV PE=1 SV=2	43	37	0.860	25	18	21	16	23.625	17.280	sp|P0A7B8|HSLV_ECOLI, sp|P0ACS7|RPIR_ECOLI
453.0	1	sp|P0A7C2|LEXA_ECOLI	 	39.1	202	22357	LexA repressor OS=Escherichia coli (strain K12) OX=83333 GN=lexA PE=1 SV=1	19	19	1.000	12	7	12	7	12.000	7.000	 
454.0	1	sp|P0A7C6|PEPE_ECOLI	 	19.7	229	24570	Peptidase E OS=Escherichia coli (strain K12) OX=83333 GN=pepE PE=1 SV=1	7	7	1.000	4	3	4	3	4.000	3.000	 
455.0	1	sp|P0A7D1|PTH_ECOLI	 	86.6	194	21082	Peptidyl-tRNA hydrolase OS=Escherichia coli (strain K12) OX=83333 GN=pth PE=1 SV=1	41	41	1.000	25	16	25	16	25.000	16.000	 
456.0	1	sp|P0A7D4|PURA_ECOLI	 	69.4	432	47344	Adenylosuccinate synthetase OS=Escherichia coli (strain K12) OX=83333 GN=purA PE=1 SV=2	152	152	1.000	83	69	83	69	83.000	69.000	 
457.0	1	sp|P0A7D7|PUR7_ECOLI	 	74.3	237	26995	Phosphoribosylaminoimidazole-succinocarboxamide synthase OS=Escherichia coli (strain K12) OX=83333 GN=purC PE=1 SV=1	44	44	1.000	23	21	23	21	23.000	21.000	 
458.0	1	sp|P0A7E1|PYRD_ECOLI	 	49.1	336	36774	Dihydroorotate dehydrogenase (quinone) OS=Escherichia coli (strain K12) OX=83333 GN=pyrD PE=1 SV=1	22	22	1.000	13	9	13	9	13.000	9.000	 
459.0	1	sp|P0A7E3|PYRE_ECOLI	 	45.1	213	23567	Orotate phosphoribosyltransferase OS=Escherichia coli (strain K12) OX=83333 GN=pyrE PE=1 SV=2	20	20	1.000	9	11	9	11	9.000	11.000	 
460.0	1	sp|P0A7E5|PYRG_ECOLI	 	60.2	545	60373	CTP synthase OS=Escherichia coli (strain K12) OX=83333 GN=pyrG PE=1 SV=2	178	178	1.000	93	85	93	85	93.000	85.000	 
461.0	1	sp|P0A7E9|PYRH_ECOLI	 	47.7	241	25970	Uridylate kinase OS=Escherichia coli (strain K12) OX=83333 GN=pyrH PE=1 SV=2	22	22	1.000	15	7	15	7	15.000	7.000	 
462.0	1	sp|P0A7F3|PYRI_ECOLI	 	67.3	153	17120	Aspartate carbamoyltransferase regulatory chain OS=Escherichia coli (strain K12) OX=83333 GN=pyrI PE=1 SV=2	28	28	1.000	15	13	15	13	15.000	13.000	 
463.0	1	sp|P0A7F6|SPED_ECOLI	 	30.3	264	30384	S-adenosylmethionine decarboxylase proenzyme OS=Escherichia coli (strain K12) OX=83333 GN=speD PE=1 SV=1	8	8	1.000	6	2	6	2	6.000	2.000	 
464.0	1	sp|P0A7F9|QUEA_ECOLI	 	21.3	356	39430	S-adenosylmethionine:tRNA ribosyltransferase-isomerase OS=Escherichia coli (strain K12) OX=83333 GN=queA PE=1 SV=1	8	8	1.000	6	2	6	2	6.000	2.000	 
465.0	1	sp|P0A7G2|RBFA_ECOLI	 	66.9	133	15154	30S ribosome-binding factor OS=Escherichia coli (strain K12) OX=83333 GN=rbfA PE=1 SV=2	41	41	1.000	24	17	24	17	24.000	17.000	 
