PAW protein_summary_9 results file
written: Sun Apr 21 17:32:22 2019

 	=subtotal(109,B6:B691)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	x
249.0	1	sp|P09172|DOPO_HUMAN	 	17.7	617	69064	Dopamine beta-hydroxylase OS=Homo sapiens OX=9606 GN=DBH PE=1 SV=3	41	41	1.000	23	18	23	18	23.000	18.000	 
250.0	1	sp|P09486|SPRC_HUMAN	 	8.3	303	34632	SPARC OS=Homo sapiens OX=9606 GN=SPARC PE=1 SV=1	3	3	1.000	2	1	2	1	2.000	1.000	 
251.0	1	sp|P09871|C1S_HUMAN	 	52.3	688	76684	Complement C1s subcomponent OS=Homo sapiens OX=9606 GN=C1S PE=1 SV=1	352	338	0.960	180	172	175	163	178.941	170.262	sp|P09871|C1S_HUMAN, sp|P48740|MASP1_HUMAN
252.0	1	sp|P09960|LKHA4_HUMAN	 	4.9	611	69284	Leukotriene A-4 hydrolase OS=Homo sapiens OX=9606 GN=LTA4H PE=1 SV=2	3	3	1.000	1	2	1	2	1.000	2.000	 
253.0	1	sp|P09972|ALDOC_HUMAN	 	4.1	364	39455	Fructose-bisphosphate aldolase C OS=Homo sapiens OX=9606 GN=ALDOC PE=1 SV=2	3	0	0.000	3	0	0	0	0.000	0.000	sp|P04075|ALDOA_HUMAN, sp|P05062|ALDOB_HUMAN, sp|P09972|ALDOC_HUMAN
254.0	1	sp|P0C0L4|CO4A_HUMAN	 	68.8	1744	192783	Complement C4-A OS=Homo sapiens OX=9606 GN=C4A PE=1 SV=2	1897	58	0.031	931	966	29	29	351.938	401.233	sp|P0C0L4|CO4A_HUMAN, sp|P0C0L5|CO4B_HUMAN
255.0	1	sp|P0C0L5|CO4B_HUMAN	 	70.2	1744	192749	Complement C4-B OS=Homo sapiens OX=9606 GN=C4B_2 PE=1 SV=2	1935	96	0.050	954	981	52	44	631.062	608.767	sp|P0C0L4|CO4A_HUMAN, sp|P0C0L5|CO4B_HUMAN
256.0	1	sp|P0CG47|UBB_HUMAN	 	49.8	229	25761	Polyubiquitin-B OS=Homo sapiens OX=9606 GN=UBB PE=1 SV=1	18	18	1.000	8	10	8	10	8.000	10.000	 
256.01	1	sp|P0CG48|UBC_HUMAN	redundant	49.9	685	77038	Polyubiquitin-C OS=Homo sapiens OX=9606 GN=UBC PE=1 SV=3	18	18	1.000	8	10	8	10	8.000	10.000	 
256.02	1	sp|P62979|RS27A_HUMAN	redundant	24.4	156	17965	Ubiquitin-40S ribosomal protein S27a OS=Homo sapiens OX=9606 GN=RPS27A PE=1 SV=2	18	18	1.000	8	10	8	10	8.000	10.000	 
256.03	1	sp|P62987|RL40_HUMAN	redundant	29.7	128	14728	Ubiquitin-60S ribosomal protein L40 OS=Homo sapiens OX=9606 GN=UBA52 PE=1 SV=2	18	18	1.000	8	10	8	10	8.000	10.000	 
257.0	1	sp|P0DJI8|SAA1_HUMAN	 	13.1	122	13532	Serum amyloid A-1 protein OS=Homo sapiens OX=9606 GN=SAA1 PE=1 SV=1	15	15	1.000	4	11	4	11	4.000	11.000	 
257.01	1	sp|P0DJI9|SAA2_HUMAN	redundant	13.1	122	13527	Serum amyloid A-2 protein OS=Homo sapiens OX=9606 GN=SAA2 PE=1 SV=1	15	15	1.000	4	11	4	11	4.000	11.000	 
258.0	1	sp|P0DMV8|HS71A_HUMAN	 	8.7	641	70051	Heat shock 70 kDa protein 1A OS=Homo sapiens OX=9606 GN=HSPA1A PE=1 SV=1	14	0	0.000	6	8	0	0	0.000	0.500	sp|P0DMV8|HS71A_HUMAN, sp|P11021|BIP_HUMAN, sp|P11142|HSP7C_HUMAN, sp|P17066|HSP76_HUMAN
258.01	1	sp|P0DMV9|HS71B_HUMAN	redundant	8.7	641	70051	Heat shock 70 kDa protein 1B OS=Homo sapiens OX=9606 GN=HSPA1B PE=1 SV=1	14	0	0.000	6	8	0	0	0.000	0.500	sp|P0DMV8|HS71A_HUMAN, sp|P11021|BIP_HUMAN, sp|P11142|HSP7C_HUMAN, sp|P17066|HSP76_HUMAN
259.0	1	sp|P0DOY2|IGLC2_HUMAN	 	75.5	106	11293	Immunoglobulin lambda constant 2 OS=Homo sapiens OX=9606 GN=IGLC2 PE=1 SV=1	51	42	0.824	22	29	18	24	20.880	28.138	sp|B9A064|IGLL5_HUMAN, sp|P0DOY2|IGLC2_HUMAN
259.01	1	sp|P0DOY3|IGLC3_HUMAN	redundant	75.5	106	11265	Immunoglobulin lambda constant 3 OS=Homo sapiens OX=9606 GN=IGLC3 PE=1 SV=1	51	42	0.824	22	29	18	24	20.880	28.138	sp|B9A064|IGLL5_HUMAN, sp|P0DOY2|IGLC2_HUMAN
260.0	1	sp|P10412|H14_HUMAN	 	27.9	219	21865	Histone H1.4 OS=Homo sapiens OX=9606 GN=HIST1H1E PE=1 SV=2	11	8	0.727	5	6	3	5	4.200	5.625	sp|P10412|H14_HUMAN, sp|P16401|H15_HUMAN
261.0	1	sp|P10586|PTPRF_HUMAN	 	2.8	1907	212876	Receptor-type tyrosine-protein phosphatase F OS=Homo sapiens OX=9606 GN=PTPRF PE=1 SV=2	7	7	1.000	3	4	3	4	3.000	4.000	 
262.0	1	sp|P10599|THIO_HUMAN	 	29.5	105	11737	Thioredoxin OS=Homo sapiens OX=9606 GN=TXN PE=1 SV=3	11	11	1.000	5	6	5	6	5.000	6.000	 
263.0	1	sp|P10643|CO7_HUMAN	 	53.9	843	93517	Complement component C7 OS=Homo sapiens OX=9606 GN=C7 PE=1 SV=2	360	350	0.972	174	186	170	180	173.886	185.870	sp|P10643|CO7_HUMAN, sp|Q12884|SEPR_HUMAN
264.0	1	sp|P10645|CMGA_HUMAN	 	7.4	457	50688	Chromogranin-A OS=Homo sapiens OX=9606 GN=CHGA PE=1 SV=7	5	5	1.000	3	2	3	2	3.000	2.000	 
265.0	1	sp|P10720|PF4V_HUMAN	 	23.1	104	11553	Platelet factor 4 variant OS=Homo sapiens OX=9606 GN=PF4V1 PE=1 SV=1	15	15	1.000	10	5	10	5	10.000	5.000	 
266.0	1	sp|P10721|KIT_HUMAN	 	2.8	976	109863	Mast/stem cell growth factor receptor Kit OS=Homo sapiens OX=9606 GN=KIT PE=1 SV=1	8	8	1.000	4	4	4	4	4.000	4.000	 
267.0	1	sp|P10909|CLUS_HUMAN	 	51.0	449	52494	Clusterin OS=Homo sapiens OX=9606 GN=CLU PE=1 SV=1	579	579	1.000	293	286	293	286	293.000	286.000	 
268.0	1	sp|P11021|BIP_HUMAN	 	34.4	654	72332	Endoplasmic reticulum chaperone BiP OS=Homo sapiens OX=9606 GN=HSPA5 PE=1 SV=2	62	54	0.871	33	29	30	24	32.571	28.138	sp|P0DMV8|HS71A_HUMAN, sp|P11021|BIP_HUMAN, sp|P11142|HSP7C_HUMAN, sp|P17066|HSP76_HUMAN
269.0	1	sp|P11142|HSP7C_HUMAN	 	14.4	646	70897	Heat shock cognate 71 kDa protein OS=Homo sapiens OX=9606 GN=HSPA8 PE=1 SV=1	25	9	0.360	10	15	4	5	6.943	10.362	sp|P0DMV8|HS71A_HUMAN, sp|P11021|BIP_HUMAN, sp|P11142|HSP7C_HUMAN, sp|P17066|HSP76_HUMAN, sp|P38646|GRP75_HUMAN
270.0	1	sp|P11226|MBL2_HUMAN	 	46.0	248	26143	Mannose-binding protein C OS=Homo sapiens OX=9606 GN=MBL2 PE=1 SV=2	54	54	1.000	29	25	29	25	29.000	25.000	 
271.0	1	sp|P11279|LAMP1_HUMAN	 	4.8	417	44882	Lysosome-associated membrane glycoprotein 1 OS=Homo sapiens OX=9606 GN=LAMP1 PE=1 SV=3	7	7	1.000	3	4	3	4	3.000	4.000	 
272.0	1	sp|P11597|CETP_HUMAN	 	13.0	493	54756	Cholesteryl ester transfer protein OS=Homo sapiens OX=9606 GN=CETP PE=1 SV=2	32	32	1.000	16	16	16	16	16.000	16.000	 
273.0	1	sp|P11717|MPRI_HUMAN	 	6.4	2491	274372	Cation-independent mannose-6-phosphate receptor OS=Homo sapiens OX=9606 GN=IGF2R PE=1 SV=3	19	19	1.000	13	6	13	6	13.000	6.000	 
274.0	1	sp|P12035|K2C3_HUMAN	 	15.4	628	64416	Keratin, type II cytoskeletal 3 OS=Homo sapiens OX=9606 GN=KRT3 PE=1 SV=3	143	4	0.028	89	54	3	1	9.724	5.210	CONT_025|gi|346581|pir||S29094, CONT_041|gi|109048|pir||S22025, CONT_071|gi|181400, CONT_073|gi|87303|pir||JS0487, CONT_088|gi|1346343|sp|P04264|K2C1_HUMAN, CONT_089|gi|71536|pir||KRHU2, CONT_102|gi|88044|pir||S01068, CONT_109|gi|125116|sp|P15241|K2M2_SHEEP, CONT_120|gi|125108|sp|P08729|K2C7_HUMAN, CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN, CONT_130|gi|1346345|sp|P04259|K2CB_HUMAN, CONT_131|gi|1346346|sp|P48666|K2CC_HUMAN, CONT_132|gi|1346348|sp|P48668|K2CE_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_143|gi|88054|pir||A22940, CONT_173|gi|1903218|gnl|PID|e255345, sp|O95678|K2C75_HUMAN, sp|P04264|K2C1_HUMAN, sp|P08670|VIME_HUMAN, sp|P08729|K2C7_HUMAN, sp|P12035|K2C3_HUMAN, sp|P13647|K2C5_HUMAN, sp|P35908|K22E_HUMAN, sp|P48668|K2C6C_HUMAN, sp|P78385|KRT83_HUMAN, sp|Q01546|K22O_HUMAN, sp|Q14CN4|K2C72_HUMAN, sp|Q5XKE5|K2C79_HUMAN, sp|Q7RTS7|K2C74_HUMAN, sp|Q7Z794|K2C1B_HUMAN, sp|Q8N1N4|K2C78_HUMAN, sp|Q9NSB2|KRT84_HUMAN
275.0	1	sp|P12111|CO6A3_HUMAN	 	7.9	3177	343665	Collagen alpha-3(VI) chain OS=Homo sapiens OX=9606 GN=COL6A3 PE=1 SV=5	57	57	1.000	32	25	32	25	32.000	25.000	 
276.0	1	sp|P12259|FA5_HUMAN	 	20.6	2224	251700	Coagulation factor V OS=Homo sapiens OX=9606 GN=F5 PE=1 SV=4	184	184	1.000	96	88	96	88	96.000	88.000	 
277.0	1	sp|P12814|ACTN1_HUMAN	 	1.9	892	103056	Alpha-actinin-1 OS=Homo sapiens OX=9606 GN=ACTN1 PE=1 SV=2	4	4	1.000	1	3	1	3	1.000	3.000	 
278.0	1	sp|P12821|ACE_HUMAN	 	3.4	1306	149713	Angiotensin-converting enzyme OS=Homo sapiens OX=9606 GN=ACE PE=1 SV=1	9	9	1.000	5	4	5	4	5.000	4.000	 
279.0	1	sp|P12830|CADH1_HUMAN	 	8.2	882	97455	Cadherin-1 OS=Homo sapiens OX=9606 GN=CDH1 PE=1 SV=3	17	17	1.000	9	8	9	8	9.000	8.000	 
280.0	1	sp|P12955|PEPD_HUMAN	 	16.4	493	54548	Xaa-Pro dipeptidase OS=Homo sapiens OX=9606 GN=PEPD PE=1 SV=3	19	19	1.000	11	8	11	8	11.000	8.000	 
281.0	1	sp|P13497|BMP1_HUMAN	 	3.0	986	111247	Bone morphogenetic protein 1 OS=Homo sapiens OX=9606 GN=BMP1 PE=1 SV=2	4	4	1.000	2	2	2	2	2.000	2.000	 
282.0	1	sp|P13591|NCAM1_HUMAN	 	17.4	858	94573	Neural cell adhesion molecule 1 OS=Homo sapiens OX=9606 GN=NCAM1 PE=1 SV=3	37	37	1.000	22	15	22	15	22.000	15.000	 
283.0	1	sp|P13598|ICAM2_HUMAN	 	12.0	275	30654	Intercellular adhesion molecule 2 OS=Homo sapiens OX=9606 GN=ICAM2 PE=1 SV=2	10	10	1.000	5	5	5	5	5.000	5.000	 
284.0	1	sp|P13639|EF2_HUMAN	 	4.5	858	95337	Elongation factor 2 OS=Homo sapiens OX=9606 GN=EEF2 PE=1 SV=4	7	7	1.000	5	2	5	2	5.000	2.000	 
285.0	1	sp|P13646|K1C13_HUMAN	 	23.1	458	49588	Keratin, type I cytoskeletal 13 OS=Homo sapiens OX=9606 GN=KRT13 PE=1 SV=4	160	0	0.000	92	68	0	0	0.000	0.000	CONT_050|gi|280816|pir||A37343, CONT_060|gi|542923|pir||S37780, CONT_074|gi|1070608|pir||KRHU9, CONT_076|gi|125083|sp|P05783|K1CR_HUMAN, CONT_092|gi|71528|pir||KRHU0, CONT_094|gi|547751|sp|Q04695|K1CQ_HUMAN, CONT_101|gi|125081|sp|P19012|K1CO_HUMAN, CONT_108|gi|125090|sp|P02534|K1M1_SHEEP, CONT_123|gi|125091|sp|P25690|K1M2_SHEEP, CONT_138|gi|71531|pir||KRSHL1, CONT_156|gi|1363944|pir||JC4313, CONT_167|gi|1668744|gnl|PID|e195475, sp|O76009|KT33A_HUMAN, sp|O76013|KRT36_HUMAN, sp|O76014|KRT37_HUMAN, sp|O76015|KRT38_HUMAN, sp|P02533|K1C14_HUMAN, sp|P13646|K1C13_HUMAN, sp|Q14525|KT33B_HUMAN, sp|Q14532|K1H2_HUMAN, sp|Q15323|K1H1_HUMAN, sp|Q6A162|K1C40_HUMAN, sp|Q9C075|K1C23_HUMAN
286.0	1	sp|P13647|K2C5_HUMAN	 	54.6	590	62378	Keratin, type II cytoskeletal 5 OS=Homo sapiens OX=9606 GN=KRT5 PE=1 SV=3	334	150	0.449	194	140	84	66	146.802	112.628	CONT_025|gi|346581|pir||S29094, CONT_041|gi|109048|pir||S22025, CONT_071|gi|181400, CONT_073|gi|87303|pir||JS0487, CONT_088|gi|1346343|sp|P04264|K2C1_HUMAN, CONT_089|gi|71536|pir||KRHU2, CONT_102|gi|88044|pir||S01068, CONT_109|gi|125116|sp|P15241|K2M2_SHEEP, CONT_120|gi|125108|sp|P08729|K2C7_HUMAN, CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN, CONT_130|gi|1346345|sp|P04259|K2CB_HUMAN, CONT_131|gi|1346346|sp|P48666|K2CC_HUMAN, CONT_132|gi|1346348|sp|P48668|K2CE_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_143|gi|88054|pir||A22940, CONT_173|gi|1903218|gnl|PID|e255345, sp|O95678|K2C75_HUMAN, sp|P04264|K2C1_HUMAN, sp|P08670|VIME_HUMAN, sp|P08729|K2C7_HUMAN, sp|P12035|K2C3_HUMAN, sp|P13647|K2C5_HUMAN, sp|P35908|K22E_HUMAN, sp|P48668|K2C6C_HUMAN, sp|P78385|KRT83_HUMAN, sp|Q01546|K22O_HUMAN, sp|Q14CN4|K2C72_HUMAN, sp|Q5XKE5|K2C79_HUMAN, sp|Q7RTS7|K2C74_HUMAN, sp|Q7Z794|K2C1B_HUMAN, sp|Q8N1N4|K2C78_HUMAN, sp|Q9NSB2|KRT84_HUMAN
287.0	1	sp|P13671|CO6_HUMAN	 	37.5	934	104785	Complement component C6 OS=Homo sapiens OX=9606 GN=C6 PE=1 SV=3	435	435	1.000	202	233	202	233	202.000	233.000	 
288.0	1	sp|P13796|PLSL_HUMAN	 	27.8	627	70288	Plastin-2 OS=Homo sapiens OX=9606 GN=LCP1 PE=1 SV=6	38	38	1.000	20	18	20	18	20.000	18.000	 
289.0	1	sp|P14151|LYAM1_HUMAN	 	12.1	372	42187	L-selectin OS=Homo sapiens OX=9606 GN=SELL PE=1 SV=2	55	55	1.000	32	23	32	23	32.000	23.000	 
290.0	1	sp|P14314|GLU2B_HUMAN	 	8.0	528	59425	Glucosidase 2 subunit beta OS=Homo sapiens OX=9606 GN=PRKCSH PE=1 SV=2	6	6	1.000	3	3	3	3	3.000	3.000	 
291.0	1	sp|P14543|NID1_HUMAN	 	5.1	1247	136376	Nidogen-1 OS=Homo sapiens OX=9606 GN=NID1 PE=1 SV=3	9	9	1.000	5	4	5	4	5.000	4.000	 
292.0	1	sp|P14618|KPYM_HUMAN	 	21.3	531	57936	Pyruvate kinase PKM OS=Homo sapiens OX=9606 GN=PKM PE=1 SV=4	21	21	1.000	11	10	11	10	11.000	10.000	 
293.0	1	sp|P14625|ENPL_HUMAN	 	14.9	803	92468	Endoplasmin OS=Homo sapiens OX=9606 GN=HSP90B1 PE=1 SV=1	38	35	0.921	20	18	18	17	19.565	17.773	sp|P08238|HS90B_HUMAN, sp|P14625|ENPL_HUMAN
294.0	1	sp|P14780|MMP9_HUMAN	 	6.6	707	78457	Matrix metalloproteinase-9 OS=Homo sapiens OX=9606 GN=MMP9 PE=1 SV=3	4	4	1.000	4	0	4	0	4.000	0.000	 
295.0	1	sp|P14923|PLAK_HUMAN	 	22.6	745	81744	Junction plakoglobin OS=Homo sapiens OX=9606 GN=JUP PE=1 SV=3	66	66	1.000	36	30	36	30	36.000	30.000	 
296.0	1	sp|P15144|AMPN_HUMAN	 	15.2	967	109538	Aminopeptidase N OS=Homo sapiens OX=9606 GN=ANPEP PE=1 SV=4	39	39	1.000	19	20	19	20	19.000	20.000	 
297.0	1	sp|P15151|PVR_HUMAN	 	7.9	417	45302	Poliovirus receptor OS=Homo sapiens OX=9606 GN=PVR PE=1 SV=2	16	16	1.000	8	8	8	8	8.000	8.000	 
298.0	1	sp|P15169|CBPN_HUMAN	 	20.1	458	52286	Carboxypeptidase N catalytic chain OS=Homo sapiens OX=9606 GN=CPN1 PE=1 SV=1	51	51	1.000	25	26	25	26	25.000	26.000	 
299.0	1	sp|P15924|DESP_HUMAN	 	27.4	2871	331770	Desmoplakin OS=Homo sapiens OX=9606 GN=DSP PE=1 SV=3	201	201	1.000	129	72	129	72	129.000	72.000	 
300.0	1	sp|P16035|TIMP2_HUMAN	 	19.5	220	24399	Metalloproteinase inhibitor 2 OS=Homo sapiens OX=9606 GN=TIMP2 PE=1 SV=2	6	6	1.000	4	2	4	2	4.000	2.000	 
301.0	1	sp|P16070|CD44_HUMAN	 	3.6	742	81537	CD44 antigen OS=Homo sapiens OX=9606 GN=CD44 PE=1 SV=3	7	7	1.000	3	4	3	4	3.000	4.000	 
302.0	1	sp|P16109|LYAM3_HUMAN	 	6.6	830	90833	P-selectin OS=Homo sapiens OX=9606 GN=SELP PE=1 SV=3	6	6	1.000	5	1	5	1	5.000	1.000	 
303.0	1	sp|P16401|H15_HUMAN	 	19.5	226	22580	Histone H1.5 OS=Homo sapiens OX=9606 GN=HIST1H1B PE=1 SV=3	8	5	0.625	4	4	2	3	2.800	3.375	sp|P10412|H14_HUMAN, sp|P16401|H15_HUMAN
304.0	1	sp|P16930|FAAA_HUMAN	 	5.7	419	46374	Fumarylacetoacetase OS=Homo sapiens OX=9606 GN=FAH PE=1 SV=2	3	3	1.000	2	1	2	1	2.000	1.000	 
305.0	1	sp|P17066|HSP76_HUMAN	 	7.6	643	71027	Heat shock 70 kDa protein 6 OS=Homo sapiens OX=9606 GN=HSPA6 PE=1 SV=2	11	1	0.091	6	5	1	0	2.286	0.500	sp|P0DMV8|HS71A_HUMAN, sp|P11021|BIP_HUMAN, sp|P11142|HSP7C_HUMAN, sp|P17066|HSP76_HUMAN
306.0	1	sp|P17301|ITA2_HUMAN	 	1.9	1181	129294	Integrin alpha-2 OS=Homo sapiens OX=9606 GN=ITGA2 PE=1 SV=1	3	3	1.000	2	1	2	1	2.000	1.000	 
307.0	1	sp|P17813|EGLN_HUMAN	 	6.2	658	70577	Endoglin OS=Homo sapiens OX=9606 GN=ENG PE=1 SV=2	10	10	1.000	5	5	5	5	5.000	5.000	 
308.0	1	sp|P17936|IBP3_HUMAN	 	39.9	291	31674	Insulin-like growth factor-binding protein 3 OS=Homo sapiens OX=9606 GN=IGFBP3 PE=1 SV=2	76	76	1.000	35	41	35	41	35.000	41.000	 
309.0	1	sp|P18065|IBP2_HUMAN	 	20.0	325	34814	Insulin-like growth factor-binding protein 2 OS=Homo sapiens OX=9606 GN=IGFBP2 PE=1 SV=2	11	11	1.000	4	7	4	7	4.000	7.000	 
310.0	1	sp|P18206|VINC_HUMAN	 	11.9	1134	123798	Vinculin OS=Homo sapiens OX=9606 GN=VCL PE=1 SV=4	32	32	1.000	13	19	13	19	13.000	19.000	 
311.0	1	sp|P18428|LBP_HUMAN	 	15.0	481	53383	Lipopolysaccharide-binding protein OS=Homo sapiens OX=9606 GN=LBP PE=1 SV=3	23	23	1.000	11	12	11	12	11.000	12.000	 
312.0	1	sp|P18850|ATF6A_HUMAN	 	3.1	670	74584	Cyclic AMP-dependent transcription factor ATF-6 alpha OS=Homo sapiens OX=9606 GN=ATF6 PE=1 SV=3	4	4	1.000	2	2	2	2	2.000	2.000	 
313.0	1	sp|P19021|AMD_HUMAN	 	4.8	973	108331	Peptidyl-glycine alpha-amidating monooxygenase OS=Homo sapiens OX=9606 GN=PAM PE=1 SV=2	8	8	1.000	3	5	3	5	3.000	5.000	 
314.0	1	sp|P19022|CADH2_HUMAN	 	2.3	906	99808	Cadherin-2 OS=Homo sapiens OX=9606 GN=CDH2 PE=1 SV=4	4	4	1.000	2	2	2	2	2.000	2.000	 
315.0	1	sp|P19320|VCAM1_HUMAN	 	21.9	739	81275	Vascular cell adhesion protein 1 OS=Homo sapiens OX=9606 GN=VCAM1 PE=1 SV=1	55	55	1.000	31	24	31	24	31.000	24.000	 
316.0	1	sp|P19338|NUCL_HUMAN	 	2.0	710	76613	Nucleolin OS=Homo sapiens OX=9606 GN=NCL PE=1 SV=3	3	3	1.000	1	2	1	2	1.000	2.000	 
317.0	1	sp|P19652|A1AG2_HUMAN	 	58.2	201	23602	Alpha-1-acid glycoprotein 2 OS=Homo sapiens OX=9606 GN=ORM2 PE=1 SV=2	317	282	0.890	172	145	150	132	158.312	136.047	sp|P02763|A1AG1_HUMAN, sp|P19652|A1AG2_HUMAN
318.0	1	sp|P19823|ITIH2_HUMAN	 	45.3	946	106462	Inter-alpha-trypsin inhibitor heavy chain H2 OS=Homo sapiens OX=9606 GN=ITIH2 PE=1 SV=2	973	973	1.000	466	507	466	507	466.000	507.000	 
319.0	1	sp|P19827|ITIH1_HUMAN	 	46.1	911	101388	Inter-alpha-trypsin inhibitor heavy chain H1 OS=Homo sapiens OX=9606 GN=ITIH1 PE=1 SV=3	671	671	1.000	315	356	315	356	315.000	356.000	 
320.0	1	sp|P20023|CR2_HUMAN	 	4.2	1033	112915	Complement receptor type 2 OS=Homo sapiens OX=9606 GN=CR2 PE=1 SV=2	4	4	1.000	3	1	3	1	3.000	1.000	 
321.0	1	sp|P20062|TCO2_HUMAN	 	3.7	427	47534	Transcobalamin-2 OS=Homo sapiens OX=9606 GN=TCN2 PE=1 SV=3	3	3	1.000	1	2	1	2	1.000	2.000	 
322.0	1	sp|P20073|ANXA7_HUMAN	 	4.1	488	52739	Annexin A7 OS=Homo sapiens OX=9606 GN=ANXA7 PE=1 SV=3	3	3	1.000	2	1	2	1	2.000	1.000	 
323.0	1	sp|P20742|PZP_HUMAN	 	33.9	1482	163861	Pregnancy zone protein OS=Homo sapiens OX=9606 GN=PZP PE=1 SV=4	534	148	0.277	273	261	72	76	78.287	81.834	sp|P01023|A2MG_HUMAN, sp|P20742|PZP_HUMAN
324.0	1	sp|P20774|MIME_HUMAN	 	12.1	298	33922	Mimecan OS=Homo sapiens OX=9606 GN=OGN PE=1 SV=1	6	6	1.000	4	2	4	2	4.000	2.000	 
325.0	1	sp|P20851|C4BPB_HUMAN	 	11.1	252	28357	C4b-binding protein beta chain OS=Homo sapiens OX=9606 GN=C4BPB PE=1 SV=1	6	6	1.000	2	4	2	4	2.000	4.000	 
326.0	1	sp|P20908|CO5A1_HUMAN	 	1.3	1838	183558	Collagen alpha-1(V) chain OS=Homo sapiens OX=9606 GN=COL5A1 PE=1 SV=3	3	3	1.000	2	1	2	1	2.000	1.000	 
327.0	1	sp|P20930|FILA_HUMAN	 	1.9	4061	435164	Filaggrin OS=Homo sapiens OX=9606 GN=FLG PE=1 SV=3	37	37	1.000	19	18	19	18	19.000	18.000	 
328.0	1	sp|P21333|FLNA_HUMAN	 	10.8	2647	280736	Filamin-A OS=Homo sapiens OX=9606 GN=FLNA PE=1 SV=4	51	51	1.000	23	28	23	28	23.000	28.000	 
329.0	1	sp|P22105|TENX_HUMAN	 	5.2	4244	458383	Tenascin-X OS=Homo sapiens OX=9606 GN=TNXB PE=1 SV=5	40	40	1.000	23	17	23	17	23.000	17.000	 
330.0	1	sp|P22352|GPX3_HUMAN	 	22.1	226	25552	Glutathione peroxidase 3 OS=Homo sapiens OX=9606 GN=GPX3 PE=1 SV=2	34	34	1.000	17	17	17	17	17.000	17.000	 
331.0	1	sp|P22692|IBP4_HUMAN	 	13.6	258	27934	Insulin-like growth factor-binding protein 4 OS=Homo sapiens OX=9606 GN=IGFBP4 PE=1 SV=2	4	4	1.000	3	1	3	1	3.000	1.000	 
332.0	1	sp|P22735|TGM1_HUMAN	 	8.2	817	89786	Protein-glutamine gamma-glutamyltransferase K OS=Homo sapiens OX=9606 GN=TGM1 PE=1 SV=4	11	11	1.000	6	5	6	5	6.000	5.000	 
333.0	1	sp|P22792|CPN2_HUMAN	 	20.6	545	60556	Carboxypeptidase N subunit 2 OS=Homo sapiens OX=9606 GN=CPN2 PE=1 SV=3	121	121	1.000	59	62	59	62	59.000	62.000	 
334.0	1	sp|P22891|PROZ_HUMAN	 	26.2	400	44743	Vitamin K-dependent protein Z OS=Homo sapiens OX=9606 GN=PROZ PE=1 SV=2	34	34	1.000	21	13	21	13	21.000	13.000	 
335.0	1	sp|P22897|MRC1_HUMAN	 	4.7	1456	166010	Macrophage mannose receptor 1 OS=Homo sapiens OX=9606 GN=MRC1 PE=1 SV=1	15	15	1.000	7	8	7	8	7.000	8.000	 
336.0	1	sp|P23141|EST1_HUMAN	 	7.2	567	62520	Liver carboxylesterase 1 OS=Homo sapiens OX=9606 GN=CES1 PE=1 SV=2	6	6	1.000	4	2	4	2	4.000	2.000	 
337.0	1	sp|P23142|FBLN1_HUMAN	 	17.2	703	77213	Fibulin-1 OS=Homo sapiens OX=9606 GN=FBLN1 PE=1 SV=4	42	42	1.000	19	23	19	23	19.000	23.000	 
338.0	1	sp|P23470|PTPRG_HUMAN	 	3.3	1445	162002	Receptor-type tyrosine-protein phosphatase gamma OS=Homo sapiens OX=9606 GN=PTPRG PE=1 SV=4	6	6	1.000	4	2	4	2	4.000	2.000	 
339.0	1	sp|P23471|PTPRZ_HUMAN	 	0.7	2315	254584	Receptor-type tyrosine-protein phosphatase zeta OS=Homo sapiens OX=9606 GN=PTPRZ1 PE=1 SV=4	2	2	1.000	0	2	0	2	0.000	2.000	 
340.0	1	sp|P23526|SAHH_HUMAN	 	3.9	432	47716	Adenosylhomocysteinase OS=Homo sapiens OX=9606 GN=AHCY PE=1 SV=4	2	2	1.000	2	0	2	0	2.000	0.000	 
341.0	1	sp|P23528|COF1_HUMAN	 	11.4	166	18502	Cofilin-1 OS=Homo sapiens OX=9606 GN=CFL1 PE=1 SV=3	3	3	1.000	2	1	2	1	2.000	1.000	 
342.0	1	sp|P24043|LAMA2_HUMAN	 	1.8	3122	343902	Laminin subunit alpha-2 OS=Homo sapiens OX=9606 GN=LAMA2 PE=1 SV=4	8	8	1.000	7	1	7	1	7.000	1.000	 
343.0	1	sp|P24593|IBP5_HUMAN	 	8.8	272	30570	Insulin-like growth factor-binding protein 5 OS=Homo sapiens OX=9606 GN=IGFBP5 PE=1 SV=1	3	3	1.000	2	1	2	1	2.000	1.000	 
344.0	1	sp|P24821|TENA_HUMAN	 	5.6	2201	240851	Tenascin OS=Homo sapiens OX=9606 GN=TNC PE=1 SV=3	20	20	1.000	13	7	13	7	13.000	7.000	 
345.0	1	sp|P25311|ZA2G_HUMAN	 	60.7	298	34258	Zinc-alpha-2-glycoprotein OS=Homo sapiens OX=9606 GN=AZGP1 PE=1 SV=2	430	430	1.000	232	198	232	198	232.000	198.000	 
