New PAW TMT results file!
Program "PAW_protein_grouper.py" run on Sun Apr 28 10:10:54 2019
 
 
ProtGroup	Counter	Accession	Identical	Similar	OtherLoci	Filter	Coverage	SeqLength	MW	Description	CountsTot	UniqueTot	UniqFrac	Total_TMT1	Total_TMT2	Unique_TMT1	Unique_TMT2	Corrected_TMT1	Corrected_TMT2	PSMs_Used_TMT1	TotInt_126C_TMT1	TotInt_127N_TMT1	TotInt_127C_TMT1	TotInt_128N_TMT1	TotInt_128C_TMT1	TotInt_129N_TMT1	TotInt_129C_TMT1	TotInt_130N_TMT1	TotInt_130C_TMT1	TotInt_131N_TMT1	TotInt_131C_TMT1	PSMs_Used_TMT2	TotInt_126C_TMT2	TotInt_127N_TMT2	TotInt_127C_TMT2	TotInt_128N_TMT2	TotInt_128C_TMT2	TotInt_129N_TMT2	TotInt_129C_TMT2	TotInt_130N_TMT2	TotInt_130C_TMT2	TotInt_131N_TMT2	TotInt_131C_TMT2
154	1	sp|P02751|FINC_HUMAN	 	 	 	 	47.3	2386	262622	Fibronectin OS=Homo sapiens OX=9606 GN=FN1 PE=1 SV=4	760	760	1.000	420	340	420	340	420.000	340.000	420	53864592.275466956	65774672.76938708	5523815.448640999	101940418.18744501	62288126.05661797	112573715.07742497	251537378.96509093	134498153.70037696	238599690.88952914	179589326.75104114	8101676.475265997	340	31308222.777832996	31670816.834780995	38809493.504784	27583075.268064007	30606748.658667997	46369914.569246985	96476549.19306	46240927.785249986	29948996.783595998	15512062.309019992	336872.2051219999
155	1	sp|P02753|RET4_HUMAN	 	 	 	 	67.7	201	23010	Retinol-binding protein 4 OS=Homo sapiens OX=9606 GN=RBP4 PE=1 SV=3	262	262	1.000	146	116	146	116	146.000	116.000	146	123194991.29254293	71836683.48162998	12430286.858127002	80506716.47415096	37734297.50174199	78613462.412476	150740840.341073	36060373.649441004	112683887.20141701	113264910.73687501	3905416.700775999	116	41589650.55898799	32677764.958563004	16400502.972199997	35468735.293510005	22764814.356021002	40291555.782655	37155321.57369696	46324333.85763799	10056721.550297005	58457839.33251699	53089.37844800001
156	1	sp|P02760|AMBP_HUMAN	 	 	 	 	54.0	352	38999	Protein AMBP OS=Homo sapiens OX=9606 GN=AMBP PE=1 SV=1	266	266	1.000	143	123	143	123	143.000	123.000	143	22782006.312687997	14050798.500556996	2070175.0058190003	25625887.13348599	9336753.803404003	12791743.250798006	42765725.853059	23048630.479184993	31026702.84795998	35595583.95807002	1084034.317565	123	5006678.798522	4772999.49597	5163506.769992001	4854369.614623001	4848902.995267999	4189485.561829999	5870953.104891001	2964835.1809670003	2546198.3312320006	12502409.896550998	57607.800963
157	1	sp|P02763|A1AG1_HUMAN	 	 	sp|P02763|A1AG1_HUMAN, sp|P19652|A1AG2_HUMAN	 	79.1	201	23511	Alpha-1-acid glycoprotein 1 OS=Homo sapiens OX=9606 GN=ORM1 PE=1 SV=1	574	539	0.939	269	305	247	292	260.688	300.953	247	48682238.809024036	27669173.11553901	4241192.262201997	41436468.16064302	11986635.38742601	32474777.783448987	37187725.368228	77475011.16407101	27378370.024234973	24549599.110659987	514656.4872590002	292	14851311.045380995	13132512.211212998	17223887.873113003	10004948.803770006	8419469.307314003	16092112.503933996	13532150.673805	13285333.923588999	7916774.981580003	13086574.564629002	80031.28845100004
158	1	sp|P02765|FETUA_HUMAN	 	 	 	 	64.3	367	39340	Alpha-2-HS-glycoprotein OS=Homo sapiens OX=9606 GN=AHSG PE=1 SV=2	525	525	1.000	288	237	288	237	288.000	237.000	288	203766094.93875095	113801694.161834	16699777.572124006	214433465.33642697	61429701.76055802	190191453.53198093	157116571.12014508	176396347.070405	206863440.67755908	236878105.18798593	2588031.266584001	237	71264513.910282	70899144.215513	73140099.28020397	71699664.18075298	59342963.01053604	61889897.31695797	92375033.95010892	63087948.57608604	40717770.02698197	66078840.926300004	1192989.150056
159	1	sp|P02766|TTHY_HUMAN	 	 	 	 	84.4	147	15887	Transthyretin OS=Homo sapiens OX=9606 GN=TTR PE=1 SV=1	490	490	1.000	283	207	283	207	283.000	207.000	283	243810404.96198085	82634944.30987507	21090083.562572014	100253980.858214	26632856.580242	125160037.31435701	237704264.6798751	47179706.277742006	182634586.886904	195856124.58956796	3079228.647716999	207	65112503.805019975	101431332.65408297	20262619.84628801	80227619.87146094	77586050.72487107	139219922.579347	74567553.45095499	75903853.56088598	24890872.969035007	104849855.89160295	9545.832886
160	1	sp|P02774|VTDB_HUMAN	 	 	 	 	77.8	474	52917	Vitamin D-binding protein OS=Homo sapiens OX=9606 GN=GC PE=1 SV=2	551	551	1.000	316	235	316	235	316.000	235.000	316	173351318.24453405	98420399.19278109	17544395.354139	306313132.50674	84009403.3108379	129088578.91818298	268401233.32794714	142102621.8588881	213791529.02517992	352922175.3057	3059081.2894910006	235	94405688.600372	59068163.70657895	39856746.67922601	44686247.98566499	60953832.83739799	48256684.624878004	105737944.373195	35419023.29881002	30690588.302680016	62564395.21771497	277617.038664
161	1	sp|P02775|CXCL7_HUMAN	 	 	 	 	51.6	128	13894	Platelet basic protein OS=Homo sapiens OX=9606 GN=PPBP PE=1 SV=3	27	27	1.000	13	14	13	14	13.000	14.000	13	436305.305543	227650.95675800001	21904.525421	339855.37805100007	115785.320221	600090.296876	731785.979369	648304.9710700001	707038.9698490001	849014.929931	8137.678039999999	14	68833.741332	60031.468445000006	71269.381105	64511.935912999994	72671.656067	184907.934812	273952.798097	130808.438474	126629.63147000002	296275.061523	332.631104
162	1	sp|P02786|TFR1_HUMAN	 	 	 	 	8.7	760	84870	Transferrin receptor protein 1 OS=Homo sapiens OX=9606 GN=TFRC PE=1 SV=2	14	14	1.000	5	9	5	9	5.000	9.000	5	629551.044923	304984.018555	49411.466065	321637.646485	147165.035156	406307.428711	274748.932616	410787.700196	248915.660157	268332.998048	1533.1073	9	65797.945616	53665.169006000004	65146.76635799999	133183.396728	317084.88159400003	94834.32226399999	97494.32507299999	45409.102906	141783.160216	202982.20458999998	150.0
163	1	sp|P02787|TRFE_HUMAN	 	 	 	 	42.3	698	77063	Serotransferrin OS=Homo sapiens OX=9606 GN=TF PE=1 SV=3	138	138	1.000	93	45	93	45	93.000	45.000	93	12835884.376403004	4956025.111208	1075753.5721370005	3929037.654018998	1643839.988512	2142121.2026870004	19297172.03930999	7554785.469606004	14884838.454530999	13823730.271662006	367462.572907	45	993788.9179099998	490942.91876199987	1085428.4959119998	1047031.2474370003	686374.7573510001	1324226.790163	644282.0429550001	515195.1872250001	298901.134872	559486.3205270001	150.0
164	1	sp|P02788|TRFL_HUMAN	 	 	 	 	10.6	710	78181	Lactotransferrin OS=Homo sapiens OX=9606 GN=LTF PE=1 SV=6	13	13	1.000	10	3	10	3	10.000	3.000	10	128420.06835900001	112845.07531700001	22761.92955	164912.13500900002	74785.084596	172376.72436400002	170586.338622	192598.025391	190456.15844800003	383503.77539200004	5083.745117	3	5364.587707	11358.189636	10527.637207	10033.896362	8929.807799999999	12605.158691	14804.465820999998	10705.505126	4628.2813719999995	9535.548767	150.0
165	1	sp|P02790|HEMO_HUMAN	 	 	 	 	69.7	462	51676	Hemopexin OS=Homo sapiens OX=9606 GN=HPX PE=1 SV=2	1373	1373	1.000	756	617	756	617	756.000	617.000	756	523732297.756231	246176514.5244819	48537813.54117998	575333188.622935	136929027.83692417	311921918.7190246	595809572.3283669	488618404.20423025	364973762.9905017	429531351.7712852	4279833.107090999	617	106701448.25992607	77226244.23903506	104831299.24951302	86510538.62860997	61705960.47978999	94755514.73760207	119219090.35761397	80092872.16471004	61412776.95014099	98834816.498568	1026258.5038869999
166	1	sp|P03950|ANGI_HUMAN	 	 	 	 	25.9	147	16550	Angiogenin OS=Homo sapiens OX=9606 GN=ANG PE=1 SV=1	11	11	1.000	6	5	6	5	6.000	5.000	6	865986.369142	579502.7226559999	114769.719115	1105632.212891	470152.454101	567794.982423	1083126.527343	645448.458008	905702.8398440001	979840.8808599999	38241.86737099999	5	362254.0625	284754.960937	277892.28784199996	244057.713136	234908.056152	245618.18921000004	305991.991211	154736.58667	135442.015625	236431.295166	150.0
167	1	sp|P03951|FA11_HUMAN	 	 	sp|P03951|FA11_HUMAN, sp|P03952|KLKB1_HUMAN	 	31.2	625	70108	Coagulation factor XI OS=Homo sapiens OX=9606 GN=F11 PE=1 SV=1	88	83	0.943	43	45	40	43	40.500	43.382	40	3885486.1965309996	3462713.248781001	443068.85131699994	5508948.712157001	2025200.7844230002	4168552.9443370006	4662262.098143999	4614926.961182	3658350.443113	4641473.677731999	60008.45663500002	43	1418124.0091569996	1483193.106143	1470604.1034519998	1807844.360474	1523906.6334800003	1212747.253782	1834840.6617400006	1096100.8019400002	1024651.7557689999	1628934.9599629997	6809.772522
168	1	sp|P03952|KLKB1_HUMAN	 	 	sp|P03951|FA11_HUMAN, sp|P03952|KLKB1_HUMAN	 	48.3	638	71369	Plasma kallikrein OS=Homo sapiens OX=9606 GN=KLKB1 PE=1 SV=1	387	382	0.987	203	184	200	182	202.500	183.618	200	52137446.607480995	57953565.630792975	4111400.0342250005	61564049.28680898	20680861.399445	43788251.88464499	51905576.30877998	52379486.225347996	55714251.631412	62741363.643677965	1699455.115022	182	25333423.492710993	22323614.151555	25539613.38416599	23665520.791382004	22675304.90399799	21656090.06018699	24518660.76624198	18405935.579625003	14162982.412354993	27508571.815180995	169780.60490400004
169	1	sp|P04003|C4BPA_HUMAN	 	 	 	 	10.9	597	67033	C4b-binding protein alpha chain OS=Homo sapiens OX=9606 GN=C4BPA PE=1 SV=2	15	15	1.000	7	8	7	8	7.000	8.000	7	207874.072388	115711.97522	19647.312867	146404.109864	78587.046174	125625.96539299999	183635.574341	151738.900574	141556.583312	412202.061036	556.920105	8	105894.104247	50108.673584000004	412773.622071	60973.092162999994	51403.486204999994	65121.101562	61440.30029400001	54773.607666	38082.701661	80290.533203	150.0
170	1	sp|P04004|VTNC_HUMAN	 	 	 	 	54.4	478	54305	Vitronectin OS=Homo sapiens OX=9606 GN=VTN PE=1 SV=1	366	366	1.000	195	171	195	171	195.000	171.000	195	188189884.20098895	222226847.651556	13009412.217146998	201347338.59656087	44585934.81170597	126622024.013669	205968018.65953994	153898666.52725297	187686800.77700502	146416169.17859188	3446463.0863660015	171	30340918.466615006	39419756.325686015	38102240.160707	44194950.053073004	38029700.932835996	45387609.26696999	45898815.47369502	41850587.765136994	19016586.19500498	49227777.341369	72495.570526
171	1	sp|P04040|CATA_HUMAN	 	 	 	 	18.8	527	59755	Catalase OS=Homo sapiens OX=9606 GN=CAT PE=1 SV=3	18	18	1.000	10	8	10	8	10.000	8.000	10	120465.870605	92849.42871200001	20918.895690999998	319712.725525	46414.205445	152543.10302799998	176594.219726	231328.19201700002	154195.823241	147099.68237300002	2139.021789	8	20810.13849	22145.040222000003	26969.785583999997	53022.348877000004	32088.458067	57788.017334000004	57595.692870000006	37945.671143	34356.151857	68958.03027399999	237.102386
172	1	sp|P04062|GLCM_HUMAN	 	 	 	 	3.4	536	59716	Lysosomal acid glucosylceramidase OS=Homo sapiens OX=9606 GN=GBA PE=1 SV=3	4	4	1.000	2	2	2	2	2.000	2.000	2	77152.32812399999	55108.388672	15371.716064999999	148480.25	37312.291503	89717.600585	88180.83252	118656.330079	75622.873047	84554.490722	3367.302979	2	21233.470703	20161.348144	24759.400879	35775.188477	25468.887695999998	25451.820801	38133.624023	27665.426757999998	21406.594726000003	45491.722656000005	150.0
173	1	sp|P04066|FUCO_HUMAN	 	 	 	 	7.3	466	53688	Tissue alpha-L-fucosidase OS=Homo sapiens OX=9606 GN=FUCA1 PE=1 SV=4	6	6	1.000	5	1	5	1	5.000	1.000	5	396897.197022	385358.92334	57069.72775199999	344835.210449	172177.23071300003	350768.309204	340683.445557	269590.063904	358221.145874	329051.737305	4665.912842	1	9666.293945	7960.880370999999	7036.22168	10823.832031	10733.327148	10804.513672	7810.893555	10318.180664	5850.032715	6961.808594	150.0
174	1	sp|P04070|PROC_HUMAN	 	 	 	 	19.7	461	52071	Vitamin K-dependent protein C OS=Homo sapiens OX=9606 GN=PROC PE=1 SV=1	27	27	1.000	18	9	18	9	18.000	9.000	18	2368689.9184560007	1530371.8103020003	221662.555024	2182567.043946	762625.7478940001	1804765.8067649999	2414901.9088129997	1688546.338011	1314047.554626	2046222.2015379998	16923.592926	9	117502.68725599999	82352.09790000001	145100.96386599998	114519.41625899999	103803.183167	121452.68627899999	182142.258544	116559.392091	65844.108033	165939.97607600002	421.21344000000005
175	1	sp|P04075|ALDOA_HUMAN	 	 	sp|P04075|ALDOA_HUMAN, sp|P09972|ALDOC_HUMAN	 	22.3	364	39420	Fructose-bisphosphate aldolase A OS=Homo sapiens OX=9606 GN=ALDOA PE=1 SV=2	24	22	0.917	15	9	13	9	15.000	9.000	13	1240086.567627	873296.4751580001	137292.73687599998	1152458.302612	508239.31783899997	1945265.3327630002	1696365.459229	982003.7389520002	891822.7518310001	1103524.981812	13075.447784	9	101572.19695999997	138321.53259199997	104211.472656	194742.95959600003	177321.50317299995	175910.64086900002	179186.131591	143444.307862	112170.68786500001	671951.1108409999	1060.880493
176	1	sp|P04083|ANXA1_HUMAN	 	 	 	 	18.5	346	38714	Annexin A1 OS=Homo sapiens OX=9606 GN=ANXA1 PE=1 SV=2	7	7	1.000	4	3	4	3	4.000	3.000	4	108730.39648400001	82035.857422	15163.490721999999	121269.162109	39997.339844	74125.832031	100412.050782	122429.89062600001	74857.068359	77276.433594	1878.141724	3	8151.374755999999	8537.166382	10935.150636	8459.244263	8403.349244	8836.637695000001	16553.693115	8743.885986	6331.871583	8727.501831999998	150.0
177	1	sp|P04114|APOB_HUMAN	 	 	 	 	69.8	4563	515598	Apolipoprotein B-100 OS=Homo sapiens OX=9606 GN=APOB PE=1 SV=2	3378	3378	1.000	1614	1764	1614	1764	1614.000	1764.000	1614	463326589.83682877	398598956.8316763	41451517.77655701	563164151.5861919	138473007.86018017	499913808.10262966	626148039.6467636	332061059.0963932	404916987.4155162	651494417.7503263	9637043.196867002	1764	176328872.1095391	205659087.41771984	188804426.6448164	432729296.52347505	157138533.69969374	203183649.11089322	160110141.80392185	194467833.41810203	52023412.383635014	372277571.38524437	407994.380886
178	1	sp|P04180|LCAT_HUMAN	 	 	 	 	18.9	440	49577	Phosphatidylcholine-sterol acyltransferase OS=Homo sapiens OX=9606 GN=LCAT PE=1 SV=1	28	28	1.000	14	14	14	14	14.000	14.000	14	599446.2609850001	384155.999269	52296.16812	352182.196778	149567.05596899998	490673.822512	658411.860596	411646.475097	479726.775636	595956.432862	471.89205899999996	14	120530.37109200002	155556.65307600002	185853.165557	188824.16327000002	161587.957215	209477.14343399997	233214.21240299998	163258.12344400003	154340.89227500002	294978.26184199995	6719.17749
179	1	sp|P04196|HRG_HUMAN	 	 	 	 	53.0	525	59578	Histidine-rich glycoprotein OS=Homo sapiens OX=9606 GN=HRG PE=1 SV=1	359	359	1.000	184	175	184	175	184.000	175.000	184	55062785.44989	31037873.116793998	4548666.110274	59154417.60186898	15548049.283878002	46136148.812498026	111980882.05728403	68242185.757511	54951585.599913	66325195.97625901	1812216.8172590004	175	15265990.425144002	16733649.968750997	15856281.603000006	15018662.693243	18902440.651731007	19845047.222806994	24545898.301602013	13544130.439236	10151699.046801003	21479442.01397701	408517.5107719999
180	1	sp|P04217|A1BG_HUMAN	 	 	 	 	59.0	495	54253	Alpha-1B-glycoprotein OS=Homo sapiens OX=9606 GN=A1BG PE=1 SV=4	235	235	1.000	109	126	109	126	109.000	126.000	109	28081104.919494	17556170.906007	2093137.648879	28387400.111236002	7784158.877591997	14694081.005706001	36131203.97216601	27527812.52252	22715840.444339998	20919415.117311995	376779.06158499996	126	10158725.806644	11668400.949617	13158778.480133	10458678.218325002	7775312.457947002	11001852.538421	12999899.282355	10299111.670411002	7241141.387908001	13086843.357022999	18697.237167
182	1	sp|P04275|VWF_HUMAN	 	 	 	 	18.3	2813	309262	von Willebrand factor OS=Homo sapiens OX=9606 GN=VWF PE=1 SV=4	184	184	1.000	94	90	94	90	94.000	90.000	94	4770782.453674998	4211631.3829620015	543289.4984119999	4911700.576114999	2047032.5016519995	3082019.5148960007	8775531.604007998	4429403.500795	12071795.919556	6276725.596068003	411055.260379	90	1673041.0876769994	2164831.8198900004	3874792.335084001	2070876.2454270008	1735934.3697549999	2809570.487124001	6040407.672366003	2211730.601656999	1303843.479945	1436317.2655629993	8397.922912
183	1	sp|P04278|SHBG_HUMAN	 	 	 	 	17.4	402	43779	Sex hormone-binding globulin OS=Homo sapiens OX=9606 GN=SHBG PE=1 SV=2	34	34	1.000	21	13	21	13	21.000	13.000	21	6111705.468017001	4773830.617676001	626185.593354	3547867.4794320003	693508.1960449999	4250011.043701	1984218.4553199997	4039181.173949	2028969.866822	4452756.167176	15242.881348	13	1595727.1129750002	1906640.9655769998	978303.766784	1743027.941254	1923239.3261729998	1946282.587463	2849223.2143550003	1762793.3989259999	1362891.126831	4007240.448975	2613.069672
184	1	sp|P04406|G3P_HUMAN	 	 	sp|O14556|G3PT_HUMAN, sp|P04406|G3P_HUMAN	 	29.0	335	36053	Glyceraldehyde-3-phosphate dehydrogenase OS=Homo sapiens OX=9606 GN=GAPDH PE=1 SV=3	18	16	0.889	10	8	8	8	8.889	8.000	8	576126.971191	557540.0	79158.121155	2054029.6650369999	326917.857666	1002169.2087409999	778663.473632	1465513.171875	422328.475097	637528.5976569998	1353.9334720000002	8	19791.600647	25084.674866	28209.296509	31266.703186	31000.951416999997	37991.045164999996	52213.650207	32868.469726	26891.403504	51190.646605	150.0
185	1	sp|P04745|AMY1_HUMAN (+2)	sp|P04745|AMY1_HUMAN&sp|P04746|AMYP_HUMAN&sp|P19961|AMY2B_HUMAN	 	 	 	8.6	511	57767	Alpha-amylase 1 OS=Homo sapiens OX=9606 GN=AMY1C PE=1 SV=2	12	12	1.000	3	9	3	9	3.000	9.000	3	101829.867187	60180.746094	14834.915039	61217.779297	26733.535157	75203.802735	87046.460938	75903.78711	46526.818359	66238.541016	1944.098023	9	93374.682374	73157.503174	81884.002931	111239.252441	79996.80297799999	90950.66113200001	131754.05126699997	106757.132323	78296.773927	169724.984375	1990.42041
186	1	sp|P04792|HSPB1_HUMAN	 	 	 	 	17.1	205	22782	Heat shock protein beta-1 OS=Homo sapiens OX=9606 GN=HSPB1 PE=1 SV=2	7	7	1.000	4	3	4	3	4.000	3.000	4	60919.368409	49453.781494	7520.156584999999	98754.616943	25674.170043	50371.974487	47448.976807	81109.542237	29370.631714000003	44762.292969	150.0	3	24188.380707	21435.092407	47015.922852	47679.800965	37583.198974	24371.334351000005	60474.77356	41645.471191	35885.848876	49970.90777600001	150.0
187	1	sp|P04908|H2A1B_HUMAN (+2)	sp|P04908|H2A1B_HUMAN&sp|P20671|H2A1D_HUMAN&sp|Q7L7L0|H2A3_HUMAN	 	 	 	16.2	130	14135	Histone H2A type 1-B/E OS=Homo sapiens OX=9606 GN=HIST1H2AE PE=1 SV=2	4	4	1.000	1	3	1	3	1.000	3.000	1	26464.861328	48089.109375	2769.407227	92384.257812	23423.457031	25439.398438	15748.738281	24445.427734	8805.361328	15361.457031	150.0	3	37642.652343	45106.540039	52266.451172	43750.805664	99022.332031	42120.50000000001	73225.005859	132167.960937	36820.901368	65725.146485	150.0
188	1	sp|P05062|ALDOB_HUMAN	 	 	sp|P05062|ALDOB_HUMAN, sp|P09972|ALDOC_HUMAN	 	19.2	364	39473	Fructose-bisphosphate aldolase B OS=Homo sapiens OX=9606 GN=ALDOB PE=1 SV=2	12	11	0.917	10	2	9	2	10.000	2.000	9	346209.143067	286191.16113300005	35592.82891899999	233275.860351	95269.20544599999	188142.022706	786719.628907	200960.50537000003	353860.0537110001	224171.561035	10146.41388	2	6916.429932000001	9866.655273	6577.072998000001	10335.396484	7370.466307999999	11094.195067999999	8522.665527	9839.94458	6173.793457	11415.731933	150.0
189	1	sp|P05067|A4_HUMAN	 	 	sp|P05067|A4_HUMAN, sp|Q06481|APLP2_HUMAN	 	4.8	770	86942	Amyloid-beta precursor protein OS=Homo sapiens OX=9606 GN=APP PE=1 SV=3	7	5	0.714	3	4	2	3	2.667	4.000	2	35253.064453	18382.892089	3824.1424559999996	24942.884765000003	9324.075683	45321.130860000005	33720.616211	63778.94335900001	39007.642578	50857.148436999996	2292.7389519999997	3	6859.698731	7651.047302000001	9265.869995000001	7559.0823980000005	7816.885253999999	13532.689697	29012.929199	9637.65979	9993.502503	18111.473145000004	260.601501
190	1	sp|P05089|ARGI1_HUMAN	 	 	 	 	23.0	322	34735	Arginase-1 OS=Homo sapiens OX=9606 GN=ARG1 PE=1 SV=2	25	25	1.000	15	10	15	10	15.000	10.000	15	629023.0354	582136.5932620001	110410.269407	2225836.363525	296487.62872299994	749144.2558609999	694215.1817349999	1644284.9133290004	465801.965606	694026.4586209999	733.8817139999999	10	250673.420289	209203.56067000004	261537.50183199998	535246.364747	232990.48852500002	239895.109987	601898.8767110001	235073.85107200002	286091.411866	324356.15966800007	150.0
191	1	sp|P05090|APOD_HUMAN	 	 	 	 	43.4	189	21275	Apolipoprotein D OS=Homo sapiens OX=9606 GN=APOD PE=1 SV=1	206	206	1.000	108	98	108	98	108.000	98.000	108	15812391.3407	14245939.086306002	1342061.052536	17014278.166386	3754699.4121990004	15450580.370484	12188787.671143001	15075907.882571997	10978576.599367002	14358641.175173001	96326.54959300002	98	7612090.7930310005	7545228.8613950005	5570909.483644	9028084.638943	7178020.144226001	7361248.299624001	22301856.641726	8147960.323788999	4387208.942634	13415705.430054998	52927.267486000004
192	1	sp|P05109|S10A8_HUMAN	 	 	 	 	47.3	93	10834	Protein S100-A8 OS=Homo sapiens OX=9606 GN=S100A8 PE=1 SV=1	14	14	1.000	6	8	6	8	6.000	8.000	6	202479.529297	317237.543946	39006.188964	379628.70898500003	141472.280274	276677.862305	297496.34961000003	308100.095702	178485.615234	218802.355469	7686.369842000001	8	272509.050538	337735.242187	354491.984376	330487.20410200005	425155.486328	437416.21582	407748.293946	339523.691894	241232.30346599998	302741.42285200005	3180.1195380000004
193	1	sp|P05121|PAI1_HUMAN	 	 	 	 	7.5	402	45059	Plasminogen activator inhibitor 1 OS=Homo sapiens OX=9606 GN=SERPINE1 PE=1 SV=1	4	4	1.000	2	2	2	2	2.000	2.000	2	47284.268066	46175.141357	6192.5834350000005	39170.622071	18417.784912	56695.658203	69789.432617	55063.972168	58279.047364	64588.29101600001	2077.892822	2	10242.805175999998	11375.171875	15165.170409999999	12564.387207	11466.757813	13925.793457	17399.251953	16250.184570000001	12043.926758000001	27072.248047	651.342896
